string2 0,empty 1,string2 2,string2 3,string2 4,float 5,empty 6,empty 7,float 8,float 9,float 10,float 11,float 12,float 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,float 23,float 24,float 25,float 26,string2 27,string2 28,string2 29,string2 30,string2 31,string2 32,float 33,float 34,float 35,float 36,int 37,float 38,float 39,int 40,float 41,float 42,float 43,float 44,float 45,float 46,float 47,empty 48,empty 49,empty 50,float 51,string2 52,float 53,float 54,float 55,float 56,float 57,float 58,float 59,float 60,float 61,float 62,float 63,int 64,int 65,int 66,byte 67,byte 68,byte 69,byte 70,int 71,empty 72,int 73,int 74,byte 75,byte 76,byte 77,byte 78,string2 79,int 80,int 81
"mob015","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob016","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob017","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob018","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob019","","","","",0.5,"","",0.25,1.5,0.3,1.8,0.3,1.8,0.3,1.8,0.3,1.8,0.3,1.8,1.27,1.8,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.6,"","","",0.25,"head",0,0.1,0,1.2,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob020","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob021","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob022","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob023","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob024","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob025","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob026","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob027","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob028","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob029","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob030","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob031","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob032","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob033","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob034","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob035","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob036","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob037","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob038","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob039","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob040","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob041","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob042","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob043","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob044","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob045","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob046","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob047","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob048","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob051","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob052","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob053","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob054","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob055","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob056","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob057","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob058","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob060","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob061","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob063","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob064","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob067","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob068","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob071","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob072","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob073","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob074","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob075","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob076","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob077","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob080","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob081","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob083","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob084","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob087","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob088","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob091","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
"mob092","","","","",0.5,"","",0.25,1.5,0.25,1.5,0.25,1.5,0.3,1.8,0.25,1.5,0.25,1.5,1.27,1.5,-1,-1,1.5,3,5,"","","","","","",7.5,0.496,-1,0.64,0,1,0,180,0.5,0.7,2,0,0.5,0.5,0.5,"","","",0.25,"head",0,0.1,0,1,1,1,1,1,1,1,1,15,18,0,0,-1,-1,-1,0,"",0,1,0,0,0,0,"head",0,0
