int 0,int 1,int 2,bool 3,empty 4,empty 5,int 6,int 7,int 8,int 9,empty 10,int 11,int 12,int 13,int 14,empty 15,int 16,int 17,int 18,int 19,empty 20,int 21,int 22,int 23,int 24,empty 25,int 26,int 27,int 28,int 29,empty 30,int 31,int 32,int 33,int 34,empty 35,int 36,int 37,int 38,int 39,empty 40,int 41,int 42,int 43,int 44,empty 45,int 46,int 47,int 48,int 49,empty 50,int 51,int 52,int 53,int 54,empty 55,int 56,int 57,int 58,int 59
580409,-1,0,1,"","",394,100,32,-1,"",396,100,32,-1,"",422,100,20,-1,"",131,100,0,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
580410,-1,0,1,"","",394,100,24,-1,"",396,100,24,-1,"",422,100,15,-1,"",131,100,0,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
580411,-1,0,1,"","",394,100,16,-1,"",396,100,16,-1,"",422,100,10,-1,"",131,100,0,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
580412,-1,0,1,"","",394,100,8,-1,"",396,100,8,-1,"",422,100,5,-1,"",131,100,0,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
580413,-1,0,1,"","",26,100,30,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
580414,-1,0,1,"","",325,100,10,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
580415,-1,0,1,"","",332,100,10,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
580416,-1,0,1,"","",327,100,10,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
580417,-1,0,1,"","",325,100,20,-1,"",327,100,20,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
580418,-1,0,1,"","",331,100,5,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
580419,200003,0,1,"","",341,100,0,-1,"",342,100,0,-1,"",343,100,0,-1,"",344,100,0,-1,"",345,100,0,-1,"",346,100,0,-1,"",347,100,0,-1,"",348,100,0,-1,"",349,100,0,-1,"",350,100,0,-1,"",351,100,0,-1
580420,-1,0,1,"","",394,100,90,-1,"",396,100,90,-1,"",422,100,60,-1,"",130,100,0,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
580421,-1,0,1,"","",34,100,10,0,"",36,100,10,0,"",5,50,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
580422,-1,0,1,"","",133,100,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
580423,200005,0,1,"","",25,100,20,0,"",26,100,20,0,"",27,100,20,0,"",28,100,20,0,"",29,100,20,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
580424,-1,0,1,"","",333,100,10,-1,"",335,100,10,-1,"",0,100,10,-1,"",0,100,10,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
580425,-1,0,1,"","",325,100,10,-1,"",327,100,10,-1,"",334,100,10,-1,"",336,100,10,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
580426,-1,0,1,"","",325,100,30,-1,"",327,100,30,-1,"",334,100,30,-1,"",336,100,30,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
588201,-1,0,1,"","",327,100,50,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
590601,-1,0,1,"","",332,100,10,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
590602,-1,0,1,"","",331,100,10,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
590901,-1,0,1,"","",33,100,10,-1,"",34,100,10,-1,"",35,100,10,-1,"",36,100,10,-1,"",37,100,10,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
590902,-1,0,1,"","",14,100,0,-1,"",25,100,10,-1,"",26,100,10,-1,"",27,100,10,-1,"",28,100,10,-1,"",29,100,10,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
590903,-1,0,1,"","",85,100,30043,-1,"",326,100,60,-1,"",109,100,2,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
590904,-1,0,1,"","",109,100,2,0,"",325,100,50,-1,"",327,100,50,-1,"",329,100,50,-1,"",328,100,50,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
590905,-1,0,1,"","",87,100,0,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
590906,-1,0,1,"","",88,100,0,-1,"",109,100,3,0,"",326,100,60,-1,"",328,100,60,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
590907,-1,0,1,"","",334,100,30,-1,"",336,100,30,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
591101,-1,0,1,"","",25,100,20,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
591301,-1,0,1,"","",325,100,30,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
591602,-1,0,1,"","",325,100,30,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
591604,-1,0,1,"","",328,100,30,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
591610,-1,0,1,"","",20,100,0,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
591611,-1,0,1,"","",20,100,0,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
591901,-1,0,1,"","",396,100,40,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
591902,-1,0,1,"","",396,100,80,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
591904,-1,0,1,"","",394,100,80,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
591905,-1,0,1,"","",394,100,40,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
592601,-1,0,1,"","",329,100,30,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
592602,-1,0,1,"","",326,100,30,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
592604,-1,0,1,"","",327,100,30,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
592605,-1,0,1,"","",328,100,30,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
593001,-1,0,1,"","",332,100,10,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
593003,-1,0,1,"","",325,100,20,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
593004,-1,0,1,"","",327,100,20,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
593005,-1,0,1,"","",331,100,10,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
593006,-1,0,1,"","",394,100,20,-1,"",396,100,20,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
593007,-1,0,1,"","",328,100,20,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
593008,-1,0,1,"","",325,100,20,-1,"",326,100,20,-1,"",327,100,20,-1,"",328,100,20,-1,"",329,100,20,-1,"",332,100,20,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
595601,-1,0,1,"","",325,100,20,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
595602,-1,0,1,"","",327,100,20,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
595603,-1,0,1,"","",394,100,100,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
595604,-1,0,1,"","",25,100,50,0,"",27,100,50,0,"",32,100,50,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
596902,-1,0,1,"","",327,100,20,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
596904,-1,0,1,"","",325,100,20,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
597301,-1,0,1,"","",332,100,10,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
597302,-1,0,1,"","",325,100,20,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
597303,-1,0,1,"","",331,100,5,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
597305,-1,0,1,"","",390,100,0,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
599901,-1,0,1,"","",327,100,20,-1,"",326,100,20,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
599902,-1,0,1,"","",325,100,20,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
599904,-1,0,1,"","",390,100,0,-1,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
599905,-1,3,1,"","",7,40,0,0,"",12,60,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0
