int 0,empty 1,int 2,empty 3,empty 4,int 5,empty 6,bool 7,bool 8,bool 9,int 10,int 11,float 12,float 13,string2 14,int 15,int 16,int 17,int 18,int 19,int 20,int 21,int 22,int 23,int 24,int 25,int 26,int 27,int 28,int 29,int 30,empty 31,int 32,int 33,int 34,int 35,int 36,int 37,empty 38,int 39,int 40,empty 41,int 42,int 43
40602,"",406,"","",40602,"",0,1,1,0,20,-1,0.05,"",0,0,2610,470,1380,530,450,400,650,50,80,160,80,160,80,160,"",0,264,8,160,16,0,"",0,0,"",0,10
40603,"",406,"","",40603,"",0,1,0,0,20,-1,0.05,"",0,0,10000,470,3380,2530,2450,1400,1650,50,80,160,80,160,80,160,"",0,264,8,160,16,0,"",0,0,"",0,0
40604,"",406,"","",40604,"",0,1,0,0,20,-1,0.05,"",0,0,11500,470,2380,1530,1450,900,650,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
40701,"",407,"","",40701,"",0,1,0,0,20,-1,0.05,"",0,0,2480,530,3120,1670,2650,1490,1360,50,80,210,50,210,50,160,"",0,264,8,160,16,22113,"",100,0,"",0,0
40801,"",408,"","",40801,"",0,1,0,0,20,-1,0.05,"",0,0,2060,700,1030,530,860,470,760,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
40901,"",409,"","",40901,"",0,1,0,0,20,-1,0.05,"",0,0,2560,890,2360,790,1800,980,1480,50,80,210,50,210,50,160,"",0,664,8,160,16,0,"",0,0,"",0,10
40902,"",409,"","",40901,"",0,1,0,0,20,-1,0.05,"",0,0,560,890,2360,790,1800,980,1480,0,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,0
41001,"",410,"","",41001,"",0,1,0,0,20,-1,0.05,"",0,0,2510,820,2630,1390,3220,1580,1360,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
41101,"",411,"","",41101,"",0,1,0,0,20,-1,0.05,"",0,0,2100,940,490,320,560,480,230,50,80,210,50,210,50,160,"",0,128,8,80,16,0,"",0,0,"",0,0
41102,"",411,"","",41101,"",0,1,0,0,20,-1,0.05,"",0,0,2100,940,1490,640,1560,960,690,50,80,210,50,210,50,160,"",0,564,8,160,16,0,"",0,0,"",0,10
41103,"",411,"","",41101,"",0,1,0,0,20,-1,0.05,"",0,0,2100,940,1190,540,1160,860,600,50,80,210,50,210,50,160,"",0,264,8,160,16,22136,"",100,0,"",0,0
41201,"",412,"","",41201,"",0,1,0,0,20,-1,0.05,"",0,0,2330,710,1540,960,1160,920,590,50,80,210,50,210,50,160,"",0,264,8,160,16,22149,"",100,0,"",0,0
41202,"",412,"","",41202,"",0,1,0,0,20,-1,0.05,"",0,0,2330,710,770,640,580,460,590,50,80,210,50,210,50,160,"",0,564,8,160,16,0,"",0,0,"",0,10
41203,"",412,"","",41201,"",0,1,0,0,20,-1,0.05,"",0,0,100,100,100,100,100,100,100,0,0,0,0,0,0,0,"",0,0,0,0,0,0,"",0,0,"",0,0
41301,"",413,"","",41301,"",0,1,0,0,20,-1,0.05,"",0,0,1380,590,810,640,1080,580,650,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
41401,"",414,"","",41401,"",0,1,0,0,20,-1,0.05,"",0,0,1360,820,750,400,1270,480,950,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
41402,"",414,"","",41401,"",0,1,0,0,20,-1,0.05,"",0,0,1360,820,750,400,1270,480,950,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
41701,"",417,"","",41701,"",0,1,0,0,20,-1,0.05,"",0,0,3210,930,1400,450,910,530,1390,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
41901,"",419,"","",41901,"",0,1,0,0,20,-1,0.05,"",0,0,3510,760,1510,550,1050,550,940,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
42001,"",420,"","",42001,"",0,1,0,0,20,1.7,0.05,"",0,0,8540,850,3650,1860,3390,1900,1170,60,100,260,90,260,90,200,"",0,1364,12,350,35,0,"",0,0,"",0,0
42002,"",420,"","",42002,"",0,1,0,0,20,1.7,0.05,"",0,0,3540,850,1650,860,1390,900,1170,60,100,260,90,260,90,200,"",0,1364,12,350,35,0,"",0,0,"",0,0
42101,"",421,"","",42101,"",0,1,0,0,20,-1,0.05,"",0,0,1600,900,2730,2330,3820,2320,940,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,0
42201,"",422,"","",42201,"",0,1,0,0,20,-1,0.05,"",0,0,1150,660,3234,278,2644,136,1298,90,100,0,170,0,150,130,"",0,664,10,320,32,0,"",0,60,"",100,5
42202,"",422,"","",42201,"",0,1,0,0,20,-1,0.05,"",0,0,5660,660,3050,2300,1810,1740,1260,50,80,210,70,210,70,160,"",0,264,8,160,16,0,"",0,0,"",0,5
42301,"",423,"","",42301,"",0,1,0,0,20,-1,0.05,"",0,0,2780,540,1290,830,700,610,900,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
42302,"",423,"","",42302,"",0,1,1,0,20,-1,0.05,"",0,0,4780,540,3290,1830,2700,1610,1350,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
42401,"",424,"","",42401,"",0,1,0,0,20,-1,0.05,"",0,0,3210,600,2850,2410,1640,1910,1040,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,0
42501,"",425,"","",42501,"",0,1,0,0,20,-1,0.05,"",0,0,1870,1260,620,480,1760,740,1140,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
42601,"",426,"","",42601,"",0,1,0,0,20,-1,0.05,"",0,0,2050,700,1320,990,1400,920,850,60,100,260,90,260,90,200,"",0,964,10,320,32,0,"",0,0,"",0,5
42701,"",427,"","",42702,"",0,1,0,0,20,-1,0.05,"",0,0,2400,1260,2510,1410,3180,1640,1040,60,100,260,90,260,90,200,"",0,864,10,320,32,1172,"",5,0,"",0,5
42702,"",427,"","",42702,"",0,1,0,0,20,-1,0.05,"",0,0,2400,1260,1100,800,1440,920,620,60,100,260,90,260,90,200,"",0,664,10,320,32,22129,"",100,0,"",0,0
42703,"",427,"","",42701,"",0,1,0,0,20,-1,0.05,"",0,0,3800,1260,1610,1010,2280,1240,1040,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,0
42801,"",428,"","",42801,"",0,1,0,0,20,-1,0.05,"",0,0,11900,700,3240,2690,3330,2700,1850,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,0
42802,"",428,"","",42802,"",0,1,0,0,20,-1,0.05,"",0,0,1900,700,1240,690,1330,700,850,180,100,200,100,200,100,200,"",0,664,10,320,32,0,"",0,0,"",0,5
42901,"",429,"","",42901,"",0,1,0,0,20,-1,0.05,"",0,0,2920,910,970,890,1210,1090,900,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
42902,"",429,"","",42901,"",0,1,0,0,20,-1,0.05,"",0,0,2920,910,2670,1760,2910,1690,900,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,0
43101,"",431,"","",43101,"",0,1,0,0,20,-1,0.05,"",0,0,2920,480,1510,720,640,540,900,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
43102,"",431,"","",43102,"",0,1,0,0,20,-1,0.05,"",0,0,2920,480,1510,720,640,540,900,60,100,200,100,200,100,200,"",0,664,10,320,32,0,"",0,0,"",0,5
43401,"",434,"","",43401,"",0,1,0,0,20,-1,0.05,"",0,0,2630,980,2670,2620,3470,2740,1850,60,100,260,90,260,90,200,"",0,664,10,320,32,22108,"",100,0,"",0,0
43402,"",434,"","",43402,"",0,1,0,0,20,-1,0.05,"",0,0,2630,980,2670,2620,3470,2740,1850,60,100,200,100,200,100,200,"",0,664,10,320,32,0,"",0,0,"",0,5
43501,"",435,"","",43501,"",0,1,0,0,20,-1,0.05,"",0,0,3790,960,660,650,2760,690,1120,60,100,260,90,260,90,200,"",0,1364,12,350,35,0,"",0,0,"",0,5
43701,"",437,"","",43701,"",0,1,0,0,20,-1,0.1,"",0,0,170,120,193,93,83,73,157,40,60,270,100,270,100,160,"",0,4,2,10,1,0,"",0,0,"",0,100
45901,"",459,"","",43801,"",0,1,0,0,20,-1,0.1,"",0,0,12400,160,2700,1950,1300,1400,1600,40,60,300,90,300,90,200,"",0,4,2,20,2,0,"",0,0,"",0,0
43802,"",438,"","",43802,"",0,1,0,0,20,-1,0.1,"",0,0,620,160,270,120,130,90,160,40,60,300,90,300,90,200,"",0,4,2,20,2,0,"",0,0,"",0,100
43901,"",439,"","",43901,"",0,1,1,0,20,-1,0.05,"",0,0,2330,980,560,450,1960,880,940,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
44002,"",440,"","",44002,"",0,1,0,0,20,-1,0.05,"",0,0,3800,600,1460,520,910,500,850,60,100,100,100,100,100,200,"",12,300,0,320,32,0,"",0,0,"",0,5
44003,"",440,"","",44003,"",0,1,0,0,20,-1,0.05,"",0,0,3800,600,1460,520,910,500,850,60,100,200,100,200,100,200,"",12,2000,10,320,32,0,"",0,0,"",0,5
45001,"",450,"","",45001,"",0,1,0,0,20,-1,0.05,"",0,0,3360,1030,390,450,1760,830,850,60,100,260,90,260,90,200,"",0,664,10,320,32,1172,"",5,0,"",0,5
45101,"",451,"","",45101,"",0,1,0,0,20,-1,0.05,"",0,0,2050,1300,390,450,1890,960,850,60,100,260,90,260,90,200,"",0,964,10,320,32,0,"",0,0,"",0,5
45198,"",451,"","",45101,"",0,1,0,0,20,-1,0.05,"",0,0,2050,1300,390,450,1890,960,850,0,100,0,0,0,0,0,"",45198,664,10,320,32,0,"",0,0,"",0,5
45201,"",452,"","",45201,"",0,1,0,0,20,-1,0.05,"",0,0,1000,300,510,260,330,260,240,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
45202,"",452,"","",45201,"",0,1,1,0,20,-1,0.05,"",0,0,1000,300,510,260,330,260,240,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
45301,"",453,"","",45301,"",0,1,1,0,20,-1,0.05,"",0,0,3940,880,560,520,1680,870,850,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
45401,"",454,"","",45401,"",0,1,0,0,20,-1,0.05,"",0,0,1320,520,590,440,480,400,310,40,60,170,40,170,40,130,"",0,84,6,80,8,17,"",20,0,"",0,15
45402,"",454,"","",45401,"",0,1,0,0,20,-1,0.05,"",0,0,1320,520,2590,2440,2480,2400,1310,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
45501,"",455,"","",45501,"",0,1,0,0,20,-1,0.05,"",0,0,1430,430,230,340,250,250,230,40,60,170,40,170,40,130,"",0,84,8,80,8,0,"",0,0,"",0,15
45601,"",456,"","",45601,"",0,1,0,0,20,-1,0.05,"",0,0,1190,400,790,560,760,480,360,40,60,170,40,170,40,130,"",0,84,6,80,8,22153,"",100,0,"",0,0
45701,"",457,"","",45701,"",0,1,0,0,20,-1,0.1,"",0,0,870,290,400,150,270,150,290,30,50,120,20,120,20,100,"",0,24,4,40,4,0,"",0,0,"",0,20
45702,"",457,"","",45701,"",0,1,0,0,20,-1,0.1,"",0,0,430,290,1400,950,1270,950,1090,0,50,120,20,120,20,100,"",0,24,4,40,4,0,"",0,0,"",0,0
45703,"",457,"","",45701,"",0,1,0,0,20,-1,0.1,"",0,0,870,290,400,150,270,150,290,30,50,120,20,120,20,100,"",0,24,4,40,4,0,"",0,0,"",0,20
45801,"",458,"","",45801,"",0,1,0,0,20,-1,0.1,"",0,0,170,140,140,90,90,70,100,50,50,30,20,30,20,100,"",0,3,7,10,7,1,"",75,0,"",0,0
45802,"",458,"","",45801,"",0,1,0,0,20,-1,0.1,"",0,0,370,140,161,78,70,58,117,50,60,290,175,300,175,130,"",0,3,7,10,7,1,"",10,0,"",0,50
45803,"",458,"","",45801,"",0,1,0,0,20,-1,0.1,"",0,0,970,140,470,180,90,120,190,40,50,130,30,130,30,100,"",0,12,2,20,2,1,"",10,0,"",0,30
46101,"",461,"","",46101,"",0,1,0,0,20,-1,0.05,"",0,0,3060,560,2050,1220,580,560,780,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,0
46102,"",461,"","",46102,"",0,1,0,0,20,-1,0.05,"",0,0,3060,560,3050,2220,1080,780,780,60,100,200,100,200,100,200,"",0,664,10,320,32,0,"",0,0,"",0,5
46103,"",461,"","",46102,"",0,1,0,0,20,-1,0.05,"",0,0,3060,560,2050,1220,580,860,780,60,100,200,100,200,100,200,"",0,664,10,320,32,0,"",0,0,"",0,0
46301,"",463,"","",46301,"",0,1,0,0,20,-1,0.05,"",0,0,1840,580,230,240,350,260,250,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
46501,"",465,"","",46501,"",0,1,0,0,20,-1,0.05,"",0,0,3810,1340,790,570,840,640,780,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
46601,"",466,"","",46601,"",0,1,0,0,20,-1,0.1,"",0,0,10000,220,2200,1600,1700,1600,1500,40,60,300,30,300,30,200,"",0,4,2,20,2,0,"",0,0,"",0,0
46602,"",466,"","",46601,"",0,1,0,0,20,-1,0.1,"",0,0,210,220,220,90,170,90,150,0,60,200,20,200,20,130,"",0,4,2,20,2,0,"",0,0,"",0,100
46603,"",466,"","",46602,"",0,1,0,0,20,-1,0.1,"",0,0,620,220,220,90,170,90,150,20,60,130,60,130,60,130,"",0,4,2,20,2,0,"",0,0,"",0,100
47401,"",474,"","",47401,"",0,1,1,0,20,-1,0.05,"",0,0,1200,360,470,270,250,260,250,40,60,170,40,170,40,130,"",0,664,10,320,32,0,"",0,0,"",0,15
47901,"",479,"","",47901,"",0,0,1,0,20,-1,0.05,"",0,0,3700,620,1440,530,980,460,330,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
48901,"",489,"","",48901,"",0,0,1,0,20,3,0.05,"",0,0,20500,1440,5061,2091,1979,1854,2723,60,100,200,100,200,100,80,"",31,664,10,320,32,0,"",0,0,"",0,0
49001,"",490,"","",49001,"",0,0,1,0,20,3,0.05,"",0,0,20000,1600,3978,2864,3192,1942,3840,60,100,200,100,200,100,80,"",32,664,10,320,32,0,"",0,0,"",0,0
49101,"",491,"","",49101,"",0,1,0,0,20,-1,0.05,"",0,0,1550,670,3830,1660,2900,1600,1320,60,100,200,100,200,100,200,"",0,264,8,160,16,22110,"",100,0,"",0,0
49201,"",492,"","",49201,"",0,1,1,0,20,-1,0.05,"",0,0,26000,870,4000,2400,950,2100,650,60,100,200,100,200,100,200,"",12,25000,10,3200,32,0,"",0,0,"",0,5
51001,"",510,"","",51001,"",0,1,0,0,20,-1,0.1,"",0,0,640,190,200,100,220,90,150,20,60,200,20,200,20,130,"",0,4,2,20,2,0,"",0,0,"",0,100
51201,"",512,"","",51201,"",0,1,0,0,20,-1,0.1,"",0,0,620,190,210,100,200,80,150,20,60,200,20,200,20,130,"",0,4,2,20,2,0,"",0,0,"",0,100
51401,"",514,"","",51401,"",0,1,0,0,20,-1,0.1,"",0,0,500,340,100,80,270,120,150,0,0,0,0,0,0,0,"",0,4,2,20,2,0,"",0,0,"",0,100
51402,"",514,"","",51401,"",0,1,0,0,20,-1,0.1,"",0,0,500,340,100,80,270,120,150,20,60,200,20,200,20,130,"",0,4,2,20,2,0,"",0,0,"",0,100
51501,"",515,"","",51501,"",0,1,0,0,20,-1,0.1,"",0,0,450,420,100,70,270,100,210,20,60,200,20,200,20,130,"",0,4,2,20,2,0,"",0,0,"",0,100
54801,"",548,"","",54801,"",0,1,0,0,20,-1,0.05,"",0,0,1010,520,290,140,530,220,350,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
54802,"",548,"","",54802,"",0,1,0,0,20,-1,0.05,"",0,0,3010,520,1290,1140,2530,2220,1350,120,60,130,60,130,60,130,"",0,84,6,80,8,0,"",0,0,"",0,0
54803,"",548,"","",54801,"",0,1,0,0,20,-1,0.05,"",0,0,1010,520,290,140,530,220,350,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
56401,"",564,"","",56401,"",0,1,0,0,20,-1,0.1,"",0,0,900,360,230,130,270,130,240,30,50,120,20,120,20,100,"",0,24,4,40,4,0,"",0,0,"",0,20
56701,"",567,"","",56701,"",0,1,0,0,20,-1,0.1,"",0,0,470,380,140,70,260,90,210,20,60,200,20,200,20,130,"",0,4,2,20,2,0,"",0,0,"",0,100
56901,"",569,"","",56901,"",0,1,0,0,20,-1,0.1,"",0,0,690,240,430,90,180,120,280,30,50,130,30,130,30,100,"",0,24,4,40,4,7,"",10,0,"",0,20
56902,"",569,"","",56901,"",0,1,0,0,20,-1,0.1,"",0,0,730,240,217,84,162,114,277,50,60,310,100,310,100,130,"",0,24,4,40,4,7,"",10,10569,"",5,20
57301,"",573,"","",57301,"",0,1,0,0,20,-1,0.1,"",0,0,810,260,360,160,270,160,320,30,50,120,20,120,20,100,"",0,24,4,40,4,0,"",0,0,"",0,20
57401,"",574,"","",57401,"",0,1,0,0,20,-1,0.05,"",0,0,1250,420,490,210,350,210,440,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
57501,"",575,"","",57501,"",0,1,0,0,20,-1,0.05,"",0,0,2050,690,1030,480,750,480,930,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
57601,"",576,"","",57601,"",0,1,0,0,20,-1,0.05,"",0,0,1780,730,400,660,1610,860,590,50,80,210,50,210,50,160,"",0,264,8,160,16,22150,"",100,0,"",0,0
57602,"",576,"","",57602,"",0,1,0,0,20,-1,0.05,"",0,0,1780,730,400,460,1610,660,590,50,80,210,50,210,50,160,"",0,564,8,160,16,0,"",0,0,"",0,10
57701,"",577,"","",57701,"",0,1,0,0,20,-1,0.1,"",0,0,980,400,440,230,420,260,280,30,50,120,20,120,20,100,"",0,24,6,40,4,0,"",0,0,"",0,20
57702,"",577,"","",57701,"",0,1,0,0,20,-1,0.1,"",0,0,980,400,440,230,420,260,280,30,50,120,20,120,20,100,"",0,24,4,40,4,0,"",0,0,"",0,20
57801,"",578,"","",57801,"",0,1,0,0,20,-1,0.1,"",0,0,880,260,360,180,130,160,190,30,50,120,20,120,20,100,"",0,24,4,40,4,0,"",0,0,"",0,20
57901,"",579,"","",57901,"",0,1,1,0,20,-1,0.05,"",0,0,1210,500,530,180,320,210,250,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
58001,"",580,"","",58001,"",0,1,1,0,20,-1,0.05,"",0,0,1320,360,550,230,300,200,280,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
58201,"",582,"","",58201,"",0,1,0,0,20,-1,0.1,"",0,0,720,420,160,120,450,220,220,30,50,120,20,120,20,100,"",0,24,4,40,4,0,"",5,0,"",0,20
58401,"",584,"","",58401,"",0,1,0,0,20,-1,0.05,"",0,0,1510,710,990,820,1440,1030,1110,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
58402,"",584,"","",58401,"",0,1,0,0,20,-1,0.05,"",0,0,1510,710,2690,2520,3440,2730,1810,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
58403,"",584,"","",58401,"",0,1,0,0,20,-1,0.05,"",0,0,1510,710,1190,720,1940,930,810,0,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,0
58601,"",586,"","",58601,"",0,1,0,0,20,-1,0.05,"",0,0,840,420,580,450,360,410,430,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
58602,"",586,"","",58601,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,580,450,360,410,430,0,0,0,0,0,0,0,"",0,0,0,0,0,0,"",0,0,"",0,0
58801,"",588,"","",58801,"",0,1,0,0,20,1,0.05,"",0,0,2120,690,2440,810,1980,1000,260,50,80,210,50,210,50,160,"",0,664,8,160,16,1174,"",5,0,"",0,10
59001,"",590,"","",59001,"",0,1,0,0,20,-1,0.05,"",0,0,1960,260,360,270,320,300,230,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
59201,"",592,"","",59201,"",0,1,0,0,20,-1,0.05,"",0,0,670,410,460,220,440,160,300,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",5,0,"",0,15
59202,"",592,"","",59202,"",0,1,0,0,20,-1,0.05,"",0,0,1120,410,460,220,440,160,420,120,60,130,60,130,60,130,"",0,84,6,80,8,0,"",0,0,"",0,15
59401,"",594,"","",59401,"",0,1,0,0,20,-1,0.1,"",0,0,1500,270,640,320,520,300,280,30,50,120,20,120,20,100,"",0,24,4,40,4,1173,"",5,0,"",0,20
59501,"",595,"","",59501,"",0,1,0,0,20,-1,0.1,"",0,0,200,270,120,90,150,90,90,50,50,30,20,30,20,100,"",0,3,5,10,5,0,"",0,0,"",0,0
59502,"",595,"","",59501,"",0,1,0,0,20,-1,0.1,"",0,0,280,270,132,83,212,83,117,50,60,300,100,300,100,130,"",0,3,5,10,5,0,"",0,0,"",0,50
59503,"",595,"","",59501,"",0,1,0,0,20,-1,0.1,"",0,0,870,270,460,460,200,280,190,30,50,120,20,120,20,100,"",0,3,5,4,5,0,"",0,0,"",0,40
59601,"",596,"","",59601,"",0,1,0,0,20,-1,0.05,"",0,0,2330,620,2810,2390,3010,2480,1680,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
59701,"",597,"","",59701,"",0,1,0,0,20,-1,0.05,"",0,0,630,380,510,250,400,200,280,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
59702,"",597,"","",59701,"",0,1,0,0,20,-1,0.05,"",0,0,1,1,620,500,550,450,320,0,0,0,0,0,0,0,"",0,0,0,0,0,0,"",0,0,"",0,0
59703,"",597,"","",59703,"",0,1,0,0,20,-1,0.05,"",0,0,3050,380,2510,3250,1400,1200,1280,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,0
59801,"",598,"","",59801,"",0,1,0,0,20,-1,0.05,"",0,0,1440,370,960,340,200,210,360,40,60,170,40,170,40,130,"",0,84,6,80,8,22152,"",100,0,"",0,0
60001,"",600,"","",60001,"",0,1,0,0,20,-1,0.05,"",0,0,3070,780,1510,410,1260,540,880,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
60101,"",601,"","",60101,"",0,1,0,0,20,-1,0.05,"",0,0,23500,440,2500,1700,2730,2660,1220,40,60,170,40,170,40,130,"",12,8400,16,2400,160,0,"",0,0,"",0,15
60201,"",602,"","",60201,"",0,1,0,0,20,-1,0.05,"",0,0,1510,760,2800,1460,3240,1590,1340,50,80,210,50,210,50,160,"",0,264,8,160,16,22111,"",100,0,"",0,0
60301,"",603,"","",60301,"",0,1,0,0,20,-1,0.05,"",0,0,2160,730,900,770,1690,800,950,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
60401,"",604,"","",60401,"",0,1,0,0,20,-1,0.05,"",0,0,3680,980,1320,810,1650,810,1110,60,100,260,90,260,90,200,"",0,1364,12,350,35,0,"",0,0,"",0,5
60501,"",605,"","",60501,"",0,1,0,0,20,-1,0.05,"",0,0,1950,800,850,630,780,480,750,50,80,210,50,210,50,160,"",0,264,8,160,16,0,"",0,0,"",0,10
60601,"",606,"","",60601,"",0,0,0,0,20,-1,0.05,"",0,0,1780,700,680,420,580,330,130,50,80,210,50,210,50,160,"",0,264,10,160,16,0,"",0,0,"",0,10
60602,"",606,"","",60602,"",0,1,0,0,20,-1,0.05,"",0,0,1780,700,980,420,880,330,830,50,80,160,80,160,80,160,"",0,400,0,160,16,0,"",0,0,"",0,10
60701,"",607,"","",60701,"",0,1,0,0,20,-1,0.1,"",0,0,240,180,222,113,192,133,197,50,60,300,100,300,100,130,"",0,4,1,20,1,1,"",20,0,"",0,20
60901,"",609,"","",60901,"",0,1,0,0,20,-1,0.1,"",0,0,810,320,310,160,330,270,240,30,50,120,20,120,20,100,"",0,24,4,40,4,1,"",20,0,"",0,20
61001,"",610,"","",61001,"",0,1,0,0,20,-1,0.05,"",0,0,1180,420,840,480,1040,600,740,40,60,170,40,170,40,130,"",0,84,6,80,8,1172,"",5,0,"",0,15
61101,"",611,"","",61101,"",0,1,0,0,20,-1,0.1,"",0,0,780,250,270,380,390,420,240,30,50,120,20,120,20,130,"",0,24,4,40,4,0,"",0,0,"",0,20
61301,"",613,"","",61301,"",0,1,0,0,20,-1,0.05,"",0,0,10000,980,470,560,2090,820,500,60,100,260,90,260,90,200,"",12,664,10,320,32,0,"",0,0,"",0,5
61302,"",613,"","",61301,"",0,1,0,0,20,-1,0.05,"",0,0,10000,980,470,560,2090,820,500,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
61303,"",613,"","",61301,"",0,1,0,0,20,-1,0.05,"",0,0,3620,980,2470,2060,4090,2320,1360,60,100,260,90,260,90,200,"",19,664,10,320,32,0,"",0,0,"",0,0
61401,"",614,"","",61401,"",0,1,0,0,20,-1,0.05,"",0,0,2430,810,2650,1650,1880,1540,1020,60,100,260,90,260,90,200,"",0,664,10,320,32,22143,"",100,0,"",0,0
61402,"",614,"","",61402,"",0,1,0,0,20,-1,0.05,"",0,0,4130,810,3650,2150,2880,2040,1510,60,100,260,90,260,90,200,"",19,664,10,320,32,0,"",0,0,"",0,0
61501,"",615,"","",61501,"",0,1,0,0,20,-1,0.05,"",0,0,1360,410,510,350,360,260,160,40,60,170,40,170,40,130,"",0,84,8,80,8,0,"",0,0,"",0,15
61502,"",615,"","",61502,"",0,1,0,0,20,-1,0.05,"",0,0,1360,410,410,350,360,260,160,40,60,130,60,130,60,130,"",0,84,6,80,8,0,"",0,0,"",0,15
61601,"",616,"","",61601,"",0,1,0,0,20,-1,0.05,"",0,0,2480,890,1310,610,1460,520,940,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
61701,"",617,"","",61701,"",0,1,0,0,20,-1,0.05,"",0,0,2860,910,1650,500,1240,360,890,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
61702,"",617,"","",61701,"",0,1,0,0,20,-1,0.05,"",0,0,2860,910,1650,500,1240,360,890,60,100,260,90,260,90,200,"",0,664,10,320,32,0,"",0,0,"",0,5
62101,"",621,"","",62101,"",0,1,0,0,20,-1,0.05,"",0,0,1000,300,390,310,360,260,240,40,60,170,40,170,40,130,"",0,84,6,80,8,0,"",0,0,"",0,15
62102,"",621,"","",62102,"",0,1,0,0,20,-1,0.05,"",0,0,1000,300,1390,720,1360,620,480,40,60,170,40,170,40,130,"",0,84,6,80,8,22126,"",100,0,"",0,0
62201,"",622,"","",62201,"",0,1,0,0,20,-1,0.1,"",0,0,1960,320,1860,640,1500,830,1220,30,50,120,20,120,20,100,"",0,424,4,40,4,0,"",0,0,"",0,20
62202,"",622,"","",62202,"",0,1,0,0,20,-1,0.1,"",0,0,650,320,260,140,200,130,220,30,50,120,20,120,20,100,"",0,424,4,40,4,0,"",0,0,"",0,20
62301,"",623,"","",62301,"",0,1,0,0,20,-1,0.1,"",0,0,920,340,270,380,210,360,240,30,50,120,20,120,20,100,"",0,24,4,40,4,0,"",0,0,"",0,20
