string3 0,string3 1,string3 2,string3 3,float 4,float 5,float 6,float 7,float 8,int 9,float 10,float 11,float 12,float 13,int 14
"chr142walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr142slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr142brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr142run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr143","bn01","br01","",7.5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr143walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr143slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr143brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr143run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr144","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr144walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr144slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr144brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr144run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr145","bn01","br01","",7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr145mob01","bn01","br01","",4,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr145walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr145slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr145brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr145run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr146","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr146walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr146slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr146brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr146run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr147","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr147walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr147slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr147brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr147run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr148","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr148walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr148slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr148brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr148run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr149","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr149walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr149slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr149brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr149run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr150","bn01","br01","",5.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr150walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr150slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr150brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr150run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr151","bn01","br01","",7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr151symbol01","bn01","br01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr151walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr151slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr151brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr151run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr162","bn01","br01","",7.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr162walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr162slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr162brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr162run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr163","bn01","br01","",5.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr163walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr163slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr163brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr163run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr168","bn01","br01","",5.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr168walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr168slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr168brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr168run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr169","bn01","br01","",5.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr169walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr169slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr169brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr169run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr170","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr170walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr170slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr170brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr170run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr171","bn01","br01","",5.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr171walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr171slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr171brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr171run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr172","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr172walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr172slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr172brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr172run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr173","bn01","br01","",5.5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr173walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr173slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr173brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr173run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr174","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr174walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr174slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr174brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr174run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr175","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr175walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr175slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr175brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr175run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr176","bn01","br01","",5.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr176walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr176slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr176brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr176run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr177","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr177walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr177slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr177brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr177run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr178","bn01","br01","",5.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr178walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr178slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr178brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr178run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr179","bn01","br01","",7.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr179walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr179slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr179brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr179run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr180","bn01","br01","",7.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr180walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr180slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr180brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr180run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr181","bn01","br01","",7.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr181walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr181slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr181brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr181run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr182","bn01","br01","",7.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr182walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr182slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr182brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr182run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr189","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr189walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr189slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr189brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr189run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr190","bn01","br01","",7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr190walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr190slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr190brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr190run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr191","bn01","br01","",7.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr191walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr191slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr191brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr191run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr192","bn01","br01","",5.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr192walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr192slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr192brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr192run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr193","bn01","br01","",5.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr193walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr193slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr193brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr193run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr194","bn01","br01","",5.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr194walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr194slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr194brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr194run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr195","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr195walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr195slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr195brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr195run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr196","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr196symbol01","bn01","br01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr196walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr196slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr196brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr196run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr197","bn01","br01","",5.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr197walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr197slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr197brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr197run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr198","bn01","br01","",7.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr198walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr198slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr198brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr198run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr199","bn01","br01","",6,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr199symbol01","bn01","br01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr199walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr199slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr199brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr199run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr200","bn01","br01","",5.5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr200mob01","bn01","br01","",4,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr208","bn01","br01","",7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr208symbol01","bn01","br01","",5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr208symbol02","bn01","br01","",1,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr208walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr208slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr208brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr208run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr209","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr209walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr209slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr209brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr209run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr210","bn01","br01","",5.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr210symbol01","bn01","br01","",5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr210walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr210slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr210brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr210run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr211","bn01","br01","",14.5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr211symbol01","bn01","br01","",5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr211walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr211slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr211brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr211run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr213","bn01","br01","",5.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr213walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr213slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr213brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr213run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr214","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr214symbol01","bn01","br01","",5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr214walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr214slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr214brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr214run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr215","bn01","br01","",5.5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr215walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr215slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr215brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr215run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr217","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr217walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr217slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr217brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr217run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr218","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr218symbol01","bn01","br01","",5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr218walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr218slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr218brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr218run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr219","bn01","br01","",7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr219symbol01","bn01","br01","",5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr219walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr219slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr219brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr219run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr220","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr220walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr220slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr220brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr220run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr221","bn01","br01","",7.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr222","bn01","br01","",7.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr222symbol01","bn01","br01","",7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr222mob01","bn01","br01","",7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr222walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr222slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr222brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr222run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr223","bn01","br01","",7.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr223symbol01","bn01","br01","",8,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr223walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr223slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr223brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr223run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr224","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr224walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr224slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr224brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr224run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr225","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr225symbol01","bn01","br01","",8,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr225walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr225slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr225brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr225run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr226","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr226walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr226slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr226brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr226run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr227","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr227walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr227slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr227brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr227run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr228","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr228symbol01","bn01","br01","",4,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr228walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr228slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr228brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr228run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr229","bn01","br01","",5.5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr229symbol01","bn01","br01","",4.5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr229walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr229slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr229brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
