int32 0,empty 1,empty 2,empty 3,int32 4,int32 5,int32 6,int32 7,int32 8,int32 9,int32 10,bool 11,bool 12,int32 13,empty 14,int32 15,int32 16,int32 17,int32 18,string2 19,int32 20,int32 21,int32 22,int32 23,int32 24,int32 25,int32 26,string2 27
10575,,,,10575,10575,9,74,40321,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10576,,,,10576,10576,9,74,40322,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10577,,,,10577,10577,9,74,40323,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10578,,,,10578,10578,9,74,40324,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10579,,,,10579,10579,9,74,40325,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10580,,,,10580,10580,9,74,40326,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10582,,,,10582,10582,9,74,40327,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10584,,,,10584,10584,9,74,40328,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10586,,,,10586,10586,9,74,40329,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10588,,,,10588,10588,9,74,40330,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10590,,,,10590,10590,9,74,40331,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10592,,,,10592,10592,9,74,40332,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10594,,,,10594,10594,9,74,40333,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10595,,,,10595,10595,9,74,40334,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10596,,,,10596,10596,9,74,40335,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10597,,,,10597,10597,9,74,40336,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10598,,,,10598,10598,9,74,40337,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10600,,,,10600,10600,9,74,40338,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10601,,,,10601,10601,9,74,40339,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10602,,,,10602,10602,9,74,40340,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10603,,,,10603,10603,9,74,40341,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10604,,,,10604,10604,9,74,40342,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10605,,,,10605,10605,9,74,40343,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10606,,,,10606,10606,9,74,40344,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10607,,,,10607,10607,9,74,40345,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10609,,,,10609,10609,9,74,40346,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10610,,,,10610,10610,9,74,40347,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10611,,,,10611,10611,9,74,40348,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10613,,,,10613,10613,9,74,40349,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10614,,,,10614,10614,9,74,40350,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10615,,,,10615,10615,9,74,40351,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10616,,,,10616,10616,9,74,40352,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10617,,,,10617,10617,9,74,40353,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10621,,,,10621,10621,9,74,40354,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10622,,,,10622,10622,9,74,40355,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10623,,,,10623,10623,9,74,40356,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10626,,,,10626,10626,9,74,40357,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10627,,,,10627,10627,9,74,40358,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10629,,,,10629,10629,9,74,40359,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10630,,,,10630,10630,9,74,40360,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10631,,,,10631,10631,9,74,40361,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10632,,,,10632,10632,9,74,40362,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10669,,,,10669,10669,9,74,40363,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10670,,,,10670,10670,9,74,40364,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10676,,,,10676,10676,9,74,40365,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10677,,,,10677,10677,9,74,40366,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10678,,,,10678,10678,9,74,40367,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10679,,,,10679,10679,9,74,40368,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10680,,,,10680,10680,9,74,40369,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10681,,,,10681,10681,9,74,40370,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10682,,,,10682,10682,9,74,40371,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10683,,,,10683,10683,9,74,40372,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10687,,,,10687,10687,9,74,40373,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10688,,,,10688,10688,9,74,40374,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10697,,,,10697,10697,9,74,40375,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10698,,,,10698,10698,9,74,40376,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10699,,,,10699,10699,9,74,40377,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10700,,,,10700,10700,9,74,40378,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10701,,,,10701,10701,9,74,40379,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10702,,,,10702,10702,9,74,40380,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10703,,,,10703,10703,9,74,40381,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10704,,,,10704,10704,9,74,40382,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10705,,,,10705,10705,9,74,40383,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10706,,,,10706,10706,9,74,40384,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10707,,,,10707,10707,9,74,40385,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10708,,,,10708,10708,9,74,40386,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10709,,,,10709,10709,9,74,40387,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10710,,,,10710,10710,9,74,40388,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10711,,,,10711,10711,9,74,40389,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10716,,,,10716,10716,9,74,40390,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10718,,,,10718,10718,9,74,40391,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10719,,,,10719,10719,9,74,40392,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10720,,,,10720,10720,9,74,40393,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10721,,,,10721,10721,9,74,40394,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10722,,,,10722,10722,9,74,40395,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10723,,,,10723,10723,9,74,40396,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10724,,,,10724,10724,9,74,40397,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10725,,,,10725,10725,9,74,40398,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10726,,,,10726,10726,9,74,40399,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10727,,,,10727,10727,9,74,40400,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10728,,,,10728,10728,9,74,40401,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10729,,,,10729,10729,9,74,40402,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10730,,,,10730,10730,9,74,40403,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10731,,,,10731,10731,9,74,40404,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10732,,,,10732,10732,9,74,40405,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10733,,,,10733,10733,9,74,40406,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10734,,,,10734,10734,9,74,40407,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10735,,,,10735,10735,9,74,40408,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10737,,,,10737,10737,9,74,40409,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10738,,,,10738,10738,9,74,40410,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10739,,,,10739,10739,9,74,40411,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10740,,,,10740,10740,9,74,40412,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10741,,,,10741,10741,9,74,40413,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10742,,,,10742,10742,9,74,40414,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10743,,,,10743,10743,9,74,40415,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10744,,,,10744,10744,9,74,40416,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10745,,,,10745,10745,9,74,40417,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10747,,,,10747,10747,9,74,40418,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10748,,,,10748,10748,9,74,40419,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10749,,,,10749,10749,9,74,40420,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10750,,,,10750,10750,9,74,40421,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10751,,,,10751,10751,9,74,40422,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10752,,,,10752,10752,9,74,40423,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10753,,,,10753,10753,9,74,40424,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10754,,,,10754,10754,9,74,40425,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10755,,,,10755,10755,9,74,40426,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10756,,,,10756,10756,9,74,40427,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10757,,,,10757,10757,9,74,40450,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10758,,,,10758,10758,9,74,40428,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10759,,,,10759,10759,9,74,40429,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10760,,,,10760,10760,9,74,40430,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10766,,,,10766,10766,9,74,40431,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10767,,,,10767,10767,9,74,40432,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10770,,,,10770,10770,9,74,40433,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10771,,,,10771,10771,9,74,40434,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10772,,,,10772,10772,9,74,40435,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10773,,,,10773,10773,9,74,40436,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10774,,,,10774,10774,9,74,40437,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10775,,,,10775,10775,9,74,40438,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10776,,,,10776,10776,9,74,40439,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10777,,,,10777,10777,9,74,40440,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10778,,,,10778,10778,9,74,40441,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10779,,,,10779,10779,9,74,40442,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10907,,,,10907,10907,9,74,40443,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10908,,,,10908,10908,9,74,40444,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10912,,,,10912,10912,9,74,40445,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10915,,,,10915,10915,9,74,40446,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10920,,,,10920,10920,9,74,40447,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10921,,,,10921,10921,9,74,40448,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
10844,,,,10844,10844,9,74,40451,-1,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,""
20001,,,,20001,20001,6,70,1025,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj01"
20002,,,,20002,20002,6,70,1029,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj02"
20003,,,,20003,20003,6,70,1026,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj03"
20004,,,,20004,20004,6,70,1031,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj04"
20005,,,,20005,20005,6,70,1056,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj05"
20006,,,,20006,20006,6,70,1057,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj06"
20008,,,,20008,20008,6,70,1030,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj08"
20011,,,,20011,20011,6,70,1001,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj11"
20012,,,,20012,20012,6,70,1002,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj12"
20013,,,,20013,20013,6,70,1027,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj13"
20100,,,,20100,20100,6,70,1005,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj100"
20101,,,,20101,20101,6,70,1006,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj101"
20102,,,,20102,20102,6,70,1007,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj102"
20103,,,,20103,20103,6,70,1032,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj103"
20104,,,,20104,20104,6,70,1027,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj104"
20106,,,,20106,20106,6,70,1008,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj106"
20107,,,,20107,20107,6,70,1009,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj107"
20108,,,,20108,20108,6,70,1010,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj108"
20109,,,,20109,20109,6,70,1011,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj109"
20110,,,,20110,20110,6,70,1012,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj110"
20111,,,,20111,20111,6,70,1013,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj111"
20112,,,,20112,20112,6,70,1014,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj112"
20113,,,,20113,20113,6,70,1015,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj113"
20114,,,,20114,20114,6,70,1016,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj114"
20115,,,,20115,20115,6,70,1017,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj115"
20116,,,,20116,20116,6,70,1018,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj116"
20300,,,,20300,20300,6,70,1022,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj300"
20301,,,,20301,20301,6,70,1023,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj301"
20500,,,,20500,20500,6,70,1024,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj500"
20502,,,,20502,20502,6,70,1019,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj502"
20503,,,,20503,20503,6,70,1020,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj503"
20504,,,,20504,20504,6,70,1021,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj504"
20505,,,,20505,20505,6,70,1028,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj505"
20508,,,,20508,20508,6,70,1033,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj508"
20510,,,,20510,20510,6,70,1050,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj510"
20511,,,,20511,20511,6,70,1051,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj511"
20512,,,,20512,20512,6,70,1052,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj512"
20516,,,,20516,20516,6,70,1053,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj516"
20517,,,,20517,20517,6,70,1054,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj517"
20519,,,,20519,20519,6,70,1055,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj519"
20521,,,,20521,20521,6,70,1034,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj521"
20522,,,,20522,20522,6,70,1035,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj522"
20523,,,,20523,20523,6,70,1036,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj523"
20524,,,,20524,20524,6,70,1037,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj524"
20525,,,,20525,20525,6,70,1038,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj525"
20526,,,,20526,20526,6,70,1039,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj526"
20527,,,,20527,20527,6,70,1040,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj527"
20528,,,,20528,20528,6,70,1041,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj528"
20532,,,,20532,20532,6,70,1042,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj532"
20534,,,,20534,20534,6,70,1043,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj534"
20536,,,,20536,20536,6,70,1044,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj536"
20537,,,,20537,20537,6,70,1045,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj537"
20538,,,,20538,20538,6,70,1046,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj538"
20543,,,,20543,20543,6,70,1047,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj543"
20545,,,,20545,20545,6,70,1048,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj545"
20547,,,,20547,20547,6,70,1049,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj702"
20548,,,,20548,20548,6,70,1003,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj17"
20549,,,,20549,20549,6,70,1004,1000,500,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj16"
20606,,,,20606,20606,6,70,1100,100000,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj606"
20607,,,,20607,20607,6,70,1101,100000,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj607"
20608,,,,20608,20608,6,70,1102,100000,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj608"
20609,,,,20609,20609,6,70,1103,100000,-1,false,false,0,,-1,-1,-1,-1,"",0,0,0,-1,-1,-1,-1,"ui_item_thumbnail_s01Fobj609"
