int32 0,int32 1,empty 2,int32 3,int32 4,int32 5,int32 6,int32 7,int32 8,int32 9,int32 10,int32 11,int32 12,int32 13,int32 14,empty 15,int32 16,int32 17,empty 18,int32 19,float 20,int32 21,string2 22,string2 23,int32 24,int32 25,int32 26,string2 27,int32 28,string2 29,string2 30,string2 31,int32 32,string2 33,string2 34,string2 35,string2 36,string2 37,string2 38,string2 39,string2 40,string2 41,string2 42,string2 43,string2 44,string2 45,string2 46,string2 47,string2 48,empty 49,empty 50
400020,400,,20,5,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,400020,"d0101","evt_0001",-1,1,0,"",0,"10101","405","",-1,"A2028_daft_400","","","","","","","","","","","","","","","",,
400030,400,,30,10,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,400030,"d0101","gim_0002",-1,1,0,"",0,"10101","405","",-1,"A2028_daft_400","","","","","","","","","","","","","","","",,
400040,400,,40,15,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,400040,"d0105","",-1,1,0,"",0,"10101","405","",-1,"A2028_daft_400","","","","","","","","","","","","","","","",,
400050,400,,50,20,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,400050,"d0107","ice_crystal_01",-1,1,0,"",0,"10101","405","",-1,"A2028_daft_400","","","","","","","","","","","","","","","",,
400060,400,,60,15,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,400060,"d0107","gear_access_01",-1,1,0,"",0,"10101","405","",-1,"A2028_daft_400","","","","","","","","","","","","","","","",,
400070,400,,70,30,-1,-1,-1,-1,35,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,400070,"d0107","ice_crystal_01",-1,1,0,"",0,"10101","405","",-1,"A2028_daft_400","","","","","","","","","","","","","","","",,
400080,400,,80,35,-1,-1,-1,-1,40,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,400080,"d0103","obj_bigfirewall_01",-1,1,0,"",0,"10101","405","",-1,"A2028_daft_400","","","","","","","","","","","","","","","",,
400090,400,,90,40,-1,-1,-1,-1,45,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,400090,"d0105","npc_0001",-1,1,0,"",0,"10101","405","",-1,"A2028_daft_400","","","","","","","","","","","","","","","",,
400100,400,,100,45,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,400100,"d0109","evt_9000",-1,1,0,"",0,"10101","405","",-1,"A2028_daft_400","","","","","","","","","","","","","","","",,
410010,410,,10,1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,410010,"d0605","evt_0001",-1,1,0,"",0,"10601","405","",-1,"A2028_daft_410","","","","","","","","","","","","","","","",,
410020,410,,20,5,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,410020,"d0604","npc_1000",-1,1,0,"",0,"10601","405","",-1,"A2028_daft_410","","","","","","","","","","","","","","","",,
410030,410,,30,10,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,410030,"d0604","obj_switch01",-1,1,0,"",0,"","","",-1,"A2028_daft_410","","","","","","","","","","","","","","","",,
410040,410,,40,15,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,410040,"d0604","evt_0013",-1,1,0,"",0,"","","",-1,"A2028_daft_410","","","","","","","","","","","","","","","",,
410050,410,,50,20,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,410040,"d0603","evt_0023",-1,1,0,"",0,"","","",-1,"A2028_daft_410","","","","","","","","","","","","","","","",,
410060,410,,60,25,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,410050,"d0603","obj_switch01",-1,1,0,"",0,"","","",-1,"A2028_daft_410","","","","","","","","","","","","","","","",,
410061,410,,61,25,-1,-1,-1,-1,35,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,410060,"d0603","obj_switch02",-1,1,0,"",0,"","","",-1,"A2028_daft_410","","","","","","","","","","","","","","","",,
410070,410,,70,30,35,-1,-1,-1,40,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,410070,"d0604","obj_switch01",-1,1,0,"",0,"","","",-1,"A2028_daft_410","","","","","","","","","","","","","","","",,
410080,410,,80,40,-1,-1,-1,-1,45,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,410080,"d0603","",-1,1,12,"gim_9002",0,"","","",-1,"A2028_daft_410","","","","","","","","","","","","","","","",,
410090,410,,90,45,-1,-1,-1,-1,50,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,410090,"d0603","evt_0024",-1,1,0,"",0,"","","",-1,"A2028_daft_410","","","","","","","","","","","","","","","",,
410100,410,,100,50,-1,-1,-1,-1,55,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,410090,"d0603","evt_0019",-1,1,0,"",0,"","","",-1,"A2028_daft_410","","","","","","","","","","","","","","","",,
410110,410,,110,55,-1,-1,-1,-1,60,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,410050,"d0603","obj_switch01",-1,1,0,"",0,"","","",-1,"A2028_daft_410","","","","","","","","","","","","","","","",,
410111,410,,111,55,-1,-1,-1,-1,65,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,410060,"d0603","obj_switch02",-1,1,0,"",0,"","","",-1,"A2028_daft_410","","","","","","","","","","","","","","","",,
410120,410,,120,60,65,-1,-1,-1,70,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,410070,"d0604","obj_switch01",-1,1,0,"",0,"","","",-1,"A2028_daft_410","","","","","","","","","","","","","","","",,
410130,410,,130,70,-1,-1,-1,-1,75,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,410100,"d0604","evt_0015",-1,1,0,"",0,"","","",-1,"A2028_daft_410","","","","","","","","","","","","","","","",,
410140,410,,140,75,-1,-1,-1,-1,80,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,410100,"d0604","evt_0012",-1,1,0,"",0,"","","",-1,"A2028_daft_410","","","","","","","","","","","","","","","",,
410150,410,,150,80,-1,-1,-1,-1,85,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,410110,"d0604","evt_4107",-1,1,0,"",0,"","","",-1,"A2028_daft_410","","","","","","","","","","","","","","","",,
410160,410,,160,85,-1,-1,-1,-1,90,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,410115,"d0604","obj_switch02",-1,1,0,"",0,"","","",-1,"A2028_daft_410","","","","","","","","","","","","","","","",,
410170,410,,170,90,-1,-1,-1,-1,95,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,410120,"d0604","npc_001",-1,1,0,"",0,"","","",-1,"A2028_daft_410","","","","","","","","","","","","","","","",,
410180,410,,180,95,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,410130,"d0605","evt_0001",-1,1,0,"",0,"","","",-1,"A2028_daft_410","","","","","","","","","","","","","","","",,
410190,410,,190,100,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,410140,"d0605","evt_0001",-1,1,0,"",0,"","","",-1,"A2028_daft_410","","P2028_daft_420","","","","","","","","","","","","","",,
420010,420,,10,1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,420010,"d1204","npc_0027",-1,1,0,"",0,"10211","405","",-1,"P2028_daft_420","","","","","","","","","","","","","","","",,
420020,420,,20,3,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,420010,"d1401","evt_4000",-1,1,0,"",0,"10211","405","",-1,"P2028_daft_420","","","","","","","","","","","","","","","",,
420030,420,,30,5,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,420010,"","",-1,1,0,"",0,"","","",-1,"P2028_daft_420","","","","","","","","","","","","","","","",,
440010,440,,10,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440010,"d0900","tagpoint_0001",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
440020,440,,20,2,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440013,"d0900","npc0000",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
440030,440,,30,3,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440010,"d0901","obj_door_01",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
440040,440,,40,4,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440010,"d0901","evt_0004",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
440050,440,,50,5,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440015,"d0901","evt_0001",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
440060,440,,60,6,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440020,"d0901","npc0006",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
440070,440,,70,10,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440023,"d0902","evt_0001",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
440080,440,,80,12,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440010,"d0902","evt_0001",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
440090,440,,90,13,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440025,"d0902","npc0011",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
440100,440,,100,15,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440025,"d0903","d09blackwall",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
440110,440,,110,20,-1,-1,-1,-1,22,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440030,"d0903","evt_0006",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
440120,440,,120,22,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440030,"d0903","fa_firenuts_correct",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
440130,440,,130,25,-1,-1,-1,-1,35,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440035,"d0903","firenuts_correct",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
440140,440,,140,35,-1,-1,-1,-1,40,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440050,"d0903","fa_icenuts_correct",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
440150,440,,150,40,-1,-1,-1,-1,45,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440055,"d0903","icenuts_correct",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
440160,440,,160,45,-1,-1,-1,-1,50,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440060,"d0903","evt_0005",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
440170,440,,170,50,-1,-1,-1,-1,55,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440090,"d0903","evt_0006",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
440180,440,,180,55,-1,-1,-1,-1,57,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440090,"d0903","evt_0007",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
440190,440,,190,57,-1,-1,-1,-1,58,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440090,"d0903","evt_0008",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
440200,440,,200,58,-1,-1,-1,-1,75,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440090,"d0903","fa_shocknuts_correct",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
440210,440,,210,75,-1,-1,-1,-1,80,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440095,"d0903","shocknuts_correct",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
440220,440,,220,80,-1,-1,-1,-1,95,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440110,"d0903","npc0004",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
440230,440,,230,95,-1,-1,-1,-1,97,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440120,"d0904","evt_0001",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
440240,440,,240,97,-1,-1,-1,-1,99,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440121,"d0904","evt_0002",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
440250,440,,250,99,-1,-1,-1,-1,101,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440122,"d0904","fa_obstacles_01",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
440260,440,,260,101,-1,-1,-1,-1,103,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440123,"d0904","evt_0003",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
440270,440,,270,103,-1,-1,-1,-1,105,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440124,"d0904","evt_0004",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
440280,440,,280,105,-1,-1,-1,-1,107,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440125,"d0904","evt_0005",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
440290,440,,290,107,-1,-1,-1,-1,109,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440126,"d0904","evt_0006",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
440300,440,,300,109,-1,-1,-1,-1,111,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440122,"d0904","fa_obstacles_05",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
440310,440,,310,111,-1,-1,-1,-1,113,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440127,"d0904","evt_0007",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
440320,440,,320,113,-1,-1,-1,-1,125,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440130,"d0905","",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
440330,440,,330,125,-1,-1,-1,-1,126,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440140,"d0905","",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
440340,440,,340,126,-1,-1,-1,-1,133,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440148,"d0906","evt_0001",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
440350,440,,350,133,-1,-1,-1,-1,135,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440148,"d0906","evt_0001",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
440360,440,,360,135,-1,-1,-1,-1,140,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440150,"d0906","",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
440370,440,,370,140,-1,-1,-1,-1,150,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440160,"d0906","gim_9000",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
440380,440,,380,150,-1,-1,-1,-1,185,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440165,"","",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
440390,440,,390,185,-1,-1,-1,-1,190,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440170,"d0907","npc_0013_access",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
440400,440,,400,190,-1,-1,-1,-1,255,-1,-1,-1,-1,-1,,-1,-1,,-1,-1,440230,"","",-1,1,0,"",0,"","","",-1,"P2028_daft_440","P2028_daft_447","","","","","","","","","","","","","","",,
