string2 0,int 1,int 2,int 3,string2 4,int 5,int 6,string2 7,string2 8,int 9
"FLAG_SUB_110_108_010",26210,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_108_011",26211,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_108_012",26212,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_108_013",26213,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_108_014",26214,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_108_015",26215,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_108_016",26216,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_108_017",26217,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_108_018",26218,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_108_019",26219,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_108_020",26220,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_109_001",26221,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_109_002",26222,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_109_003",26223,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_109_004",26224,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_109_005",26225,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_109_006",26226,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_109_007",26227,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_109_008",26228,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_109_009",26229,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_109_010",26230,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_109_011",26231,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_109_012",26232,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_109_013",26233,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_109_014",26234,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_109_015",26235,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_109_016",26236,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_109_017",26237,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_109_018",26238,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_109_019",26239,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_109_020",26240,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_111_001",26241,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_111_002",26242,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_111_003",26243,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_111_004",26244,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_111_005",26245,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_111_006",26246,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_111_007",26247,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_111_008",26248,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_111_009",26249,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_111_010",26250,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_111_011",26251,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_111_012",26252,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_111_013",26253,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_111_014",26254,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_111_015",26255,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_111_016",26256,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_111_017",26257,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_111_018",26258,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_111_019",26259,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_111_020",26260,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_112_001",26261,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_112_002",26262,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_112_003",26263,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_112_004",26264,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_112_005",26265,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_112_006",26266,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_112_007",26267,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_112_008",26268,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_112_009",26269,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_112_010",26270,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_112_011",26271,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_112_012",26272,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_112_013",26273,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_112_014",26274,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_112_015",26275,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_112_016",26276,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_112_017",26277,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_112_018",26278,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_112_019",26279,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_112_020",26280,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_113_001",26281,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_113_002",26282,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_113_003",26283,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_113_004",26284,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_113_005",26285,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_113_006",26286,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_113_007",26287,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_113_008",26288,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_113_009",26289,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_113_010",26290,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_113_011",26291,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_113_012",26292,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_113_013",26293,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_113_014",26294,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_113_015",26295,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_113_016",26296,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_113_017",26297,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_113_018",26298,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_113_019",26299,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_110_113_020",26300,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_151_001",26301,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_151_002",26302,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_151_003",26303,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_151_004",26304,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_151_005",26305,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_151_006",26306,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_151_007",26307,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_151_008",26308,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_151_009",26309,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_151_010",26310,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_151_011",26311,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_151_012",26312,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_151_013",26313,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_151_014",26314,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_151_015",26315,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_151_016",26316,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_151_017",26317,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_151_018",26318,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_151_019",26319,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_151_020",26320,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_152_001",26321,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_152_002",26322,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_152_003",26323,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_152_004",26324,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_152_005",26325,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_152_006",26326,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_152_007",26327,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_152_008",26328,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_152_009",26329,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_152_010",26330,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_152_011",26331,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_152_012",26332,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_152_013",26333,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_152_014",26334,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_152_015",26335,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_152_016",26336,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_152_017",26337,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_152_018",26338,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_152_019",26339,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_050_152_020",26340,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_090_153_001",26341,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_090_153_002",26342,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_090_153_003",26343,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_090_153_004",26344,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_090_153_005",26345,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_090_153_006",26346,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_090_153_007",26347,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_090_153_008",26348,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_090_153_009",26349,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_090_153_010",26350,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_090_153_011",26351,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_090_153_012",26352,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_090_153_013",26353,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_090_153_014",26354,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_090_153_015",26355,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_090_153_016",26356,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_090_153_017",26357,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_090_153_018",26358,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_090_153_019",26359,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_090_153_020",26360,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_900_154_001",26361,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_900_154_002",26362,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_900_154_003",26363,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_900_154_004",26364,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_900_154_005",26365,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_900_154_006",26366,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_900_154_007",26367,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_900_154_008",26368,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_900_154_009",26369,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_900_154_010",26370,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_900_154_011",26371,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_900_154_012",26372,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_900_154_013",26373,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_900_154_014",26374,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_900_154_015",26375,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_900_154_016",26376,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_900_154_017",26377,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_900_154_018",26378,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_900_154_019",26379,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_900_154_020",26380,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_080_155_001",26381,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_080_155_002",26382,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_080_155_003",26383,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_080_155_004",26384,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_080_155_005",26385,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_080_155_006",26386,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_080_155_007",26387,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_080_155_008",26388,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_080_155_009",26389,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_080_155_010",26390,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_080_155_011",26391,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_080_155_012",26392,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_080_155_013",26393,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_080_155_014",26394,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_080_155_015",26395,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_080_155_016",26396,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_080_155_017",26397,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_080_155_018",26398,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_080_155_019",26399,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_080_155_020",26400,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_156_001",26401,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_156_002",26402,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_156_003",26403,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_156_004",26404,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_156_005",26405,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_156_006",26406,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_156_007",26407,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_156_008",26408,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_156_009",26409,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_156_010",26410,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_156_011",26411,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_156_012",26412,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_156_013",26413,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_156_014",26414,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_156_015",26415,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_156_016",26416,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_156_017",26417,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_156_018",26418,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_156_019",26419,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_156_020",26420,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_157_001",26421,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_157_002",26422,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_157_003",26423,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_157_004",26424,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_157_005",26425,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_157_006",26426,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_157_007",26427,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_157_008",26428,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_157_009",26429,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_157_010",26430,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_157_011",26431,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_157_012",26432,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_157_013",26433,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_157_014",26434,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_157_015",26435,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_157_016",26436,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_157_017",26437,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_157_018",26438,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_157_019",26439,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_157_020",26440,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_158_001",26441,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_158_002",26442,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_158_003",26443,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_158_004",26444,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_158_005",26445,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_158_006",26446,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_158_007",26447,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_158_008",26448,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_158_009",26449,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_158_010",26450,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_158_011",26451,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_158_012",26452,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_158_013",26453,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_158_014",26454,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_158_015",26455,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_158_016",26456,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_158_017",26457,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_158_018",26458,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_158_019",26459,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_158_020",26460,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_159_001",26461,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_159_002",26462,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_159_003",26463,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_159_004",26464,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_159_005",26465,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_159_006",26466,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_159_007",26467,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_159_008",26468,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_159_009",26469,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_159_010",26470,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_159_011",26471,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_159_012",26472,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_159_013",26473,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_159_014",26474,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_159_015",26475,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_159_016",26476,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_159_017",26477,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_159_018",26478,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_159_019",26479,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_010_159_020",26480,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_040_160_001",26481,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_040_160_002",26482,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_040_160_003",26483,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_040_160_004",26484,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_040_160_005",26485,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_040_160_006",26486,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_040_160_007",26487,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_040_160_008",26488,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_040_160_009",26489,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_040_160_010",26490,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_040_160_011",26491,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_040_160_012",26492,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_040_160_013",26493,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_040_160_014",26494,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_040_160_015",26495,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_040_160_016",26496,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_040_160_017",26497,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_040_160_018",26498,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_040_160_019",26499,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_040_160_020",26500,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_090_161_001",26501,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_090_161_002",26502,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_090_161_003",26503,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_090_161_004",26504,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_090_161_005",26505,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_090_161_006",26506,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_090_161_007",26507,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_090_161_008",26508,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_090_161_009",26509,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_090_161_010",26510,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_090_161_011",26511,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_090_161_012",26512,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_090_161_013",26513,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_090_161_014",26514,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_090_161_015",26515,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_090_161_016",26516,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_090_161_017",26517,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_090_161_018",26518,-1,0,"t",101,0,"start_00","FirstPresent",1
"FLAG_SUB_090_161_019",26519,-1,0,"t",101,0,"start_00","FirstPresent",1
