int32 0,int32 1,empty 2,int32 3,empty 4,int32 5,int32 6,int32 7,string2 8,empty 9
100700481,1007,,481,,1,-1,-1,"FLAG_MAIN_08_000",
100700482,1007,,482,,1,-1,-1,"FLAG_MAIN_08_000",
100700483,1007,,483,,1,-1,-1,"",
100700484,1007,,484,,1,-1,-1,"",
100700485,1007,,485,,1,-1,-1,"",
100700486,1007,,486,,1,-1,-1,"",
100700487,1007,,487,,1,-1,-1,"",
100700488,1007,,488,,1,-1,-1,"",
100700489,1007,,489,,1,-1,-1,"",
100700490,1007,,490,,1,-1,-1,"",
100700491,1007,,491,,1,-1,-1,"",
100800233,1008,,233,,1,-1,-1,"FLAG_SUB_900_162_001",
100800492,1008,,492,,1,-1,-1,"",
100800493,1008,,493,,1,-1,-1,"",
100800494,1008,,494,,1,-1,-1,"",
100800495,1008,,495,,1,-1,-1,"",
100800496,1008,,496,,1,-1,-1,"",
100800497,1008,,497,,1,-1,-1,"",
100800498,1008,,498,,1,-1,-1,"",
100800499,1008,,499,,1,-1,-1,"",
100800500,1008,,500,,1,-1,-1,"",
100800501,1008,,501,,1,-1,-1,"",
100800502,1008,,502,,1,-1,-1,"",
100800503,1008,,503,,1,-1,-1,"",
100800504,1008,,504,,1,-1,-1,"",
100800505,1008,,505,,1,-1,-1,"",
100800506,1008,,506,,1,-1,-1,"",
100800507,1008,,507,,1,-1,-1,"",
100800508,1008,,508,,1,-1,-1,"",
100800509,1008,,509,,1,-1,-1,"FLAG_MAIN_08_000",
100800510,1008,,510,,1,-1,-1,"",
100800511,1008,,511,,1,-1,-1,"",
100800512,1008,,512,,1,-1,-1,"FLAG_MAIN_08_000",
100800513,1008,,513,,1,-1,-1,"",
100800514,1008,,514,,1,-1,-1,"",
100800515,1008,,515,,1,-1,-1,"",
100800516,1008,,516,,1,-1,-1,"",
100800517,1008,,517,,1,-1,-1,"",
100800518,1008,,518,,1,-1,-1,"",
100800519,1008,,519,,1,-1,-1,"",
100800520,1008,,520,,1,-1,-1,"",
100800521,1008,,521,,1,-1,-1,"",
100800522,1008,,522,,1,-1,-1,"",
100800523,1008,,523,,1,-1,-1,"",
100800524,1008,,524,,1,-1,-1,"",
100800525,1008,,525,,1,-1,-1,"FLAG_MAIN_08_000",
100800526,1008,,526,,1,-1,-1,"",
100800527,1008,,527,,1,-1,-1,"",
100800528,1008,,528,,1,-1,-1,"",
100800529,1008,,529,,1,-1,-1,"",
100800530,1008,,530,,1,-1,-1,"",
100800531,1008,,531,,1,-1,-1,"",
100800532,1008,,532,,1,-1,-1,"",
100800533,1008,,533,,1,-1,-1,"",
100800534,1008,,534,,1,-1,-1,"",
100800535,1008,,535,,1,-1,-1,"",
100800536,1008,,536,,1,-1,-1,"",
100800537,1008,,537,,1,-1,-1,"",
100800538,1008,,538,,1,-1,-1,"",
100800539,1008,,539,,1,-1,-1,"",
100800540,1008,,540,,1,-1,-1,"",
100800541,1008,,541,,1,-1,-1,"",
100800542,1008,,542,,1,-1,-1,"",
100800543,1008,,543,,1,-1,-1,"",
100800544,1008,,544,,1,-1,-1,"",
100800545,1008,,545,,1,-1,-1,"",
100800546,1008,,546,,1,-1,-1,"",
100800547,1008,,547,,1,-1,-1,"",
100800548,1008,,548,,1,-1,-1,"",
100800549,1008,,549,,1,-1,-1,"FLAG_MAIN_08_000",
100800550,1008,,550,,1,-1,-1,"FLAG_MAIN_08_000",
100800551,1008,,551,,1,-1,-1,"",
100800552,1008,,552,,1,-1,-1,"",
100800553,1008,,553,,1,-1,-1,"FLAG_MAIN_08_000",
100800671,1008,,671,,1,-1,-1,"",
100900233,1009,,233,,1,-1,-1,"FLAG_SUB_900_162_001",
100900399,1009,,399,,1,-1,-1,"",
100900400,1009,,400,,1,-1,-1,"",
100900401,1009,,401,,1,-1,-1,"",
100900402,1009,,402,,1,-1,-1,"",
100900403,1009,,403,,1,-1,-1,"FLAG_MAIN_08_000",
100900404,1009,,404,,1,-1,-1,"",
100900405,1009,,405,,1,-1,-1,"",
100900406,1009,,406,,1,-1,-1,"",
100900407,1009,,407,,1,-1,-1,"FLAG_MAIN_08_000",
100900408,1009,,408,,1,-1,-1,"",
100900409,1009,,409,,1,-1,-1,"FLAG_MAIN_08_000",
100900410,1009,,410,,1,-1,-1,"",
100900411,1009,,411,,1,-1,-1,"",
100900412,1009,,412,,1,-1,-1,"FLAG_MAIN_08_000",
100900413,1009,,413,,1,-1,-1,"FLAG_MAIN_08_000",
100900414,1009,,414,,1,-1,-1,"FLAG_MAIN_08_000",
100900415,1009,,415,,1,-1,-1,"",
100900416,1009,,416,,1,-1,-1,"",
100900417,1009,,417,,1,-1,-1,"",
100900418,1009,,418,,1,-1,-1,"",
100900419,1009,,419,,1,-1,-1,"",
100900420,1009,,420,,1,-1,-1,"",
100900422,1009,,422,,1,-1,-1,"",
100900423,1009,,423,,1,-1,-1,"FLAG_MAIN_08_000",
100900424,1009,,424,,1,-1,-1,"",
100900425,1009,,425,,1,-1,-1,"",
100900426,1009,,426,,1,-1,-1,"",
100900427,1009,,427,,1,-1,-1,"",
100900428,1009,,428,,1,-1,-1,"",
100900429,1009,,429,,1,-1,-1,"",
100900430,1009,,430,,1,-1,-1,"",
100900431,1009,,431,,1,-1,-1,"",
100900432,1009,,432,,1,-1,-1,"FLAG_MAIN_08_000",
100900433,1009,,433,,1,-1,-1,"FLAG_MAIN_08_000",
100900434,1009,,434,,1,-1,-1,"FLAG_MAIN_08_000",
100900435,1009,,435,,1,-1,-1,"",
100900436,1009,,436,,1,-1,-1,"",
100900437,1009,,437,,1,-1,-1,"",
100900438,1009,,438,,1,-1,-1,"",
100900439,1009,,439,,1,-1,-1,"",
100900440,1009,,440,,1,-1,-1,"",
100900441,1009,,441,,1,-1,-1,"",
100900442,1009,,442,,1,-1,-1,"",
100900443,1009,,443,,1,-1,-1,"",
100900444,1009,,444,,1,-1,-1,"FLAG_MAIN_08_000",
100900445,1009,,445,,1,-1,-1,"",
100900446,1009,,446,,1,-1,-1,"",
100900447,1009,,447,,1,-1,-1,"",
100900448,1009,,448,,1,-1,-1,"FLAG_MAIN_08_000",
100900449,1009,,449,,1,-1,-1,"FLAG_MAIN_08_000",
100900450,1009,,450,,1,-1,-1,"",
100900451,1009,,451,,1,-1,-1,"",
100900452,1009,,452,,1,-1,-1,"",
100900453,1009,,453,,1,-1,-1,"",
101000233,1010,,233,,1,-1,-1,"FLAG_SUB_900_162_001",
101000614,1010,,614,,1,-1,-1,"",
101000615,1010,,615,,1,-1,-1,"",
101000616,1010,,616,,1,-1,-1,"",
101000617,1010,,617,,1,-1,-1,"FLAG_MAIN_21_040",
101000618,1010,,618,,1,-1,-1,"FLAG_MAIN_21_040",
101000619,1010,,619,,1,-1,-1,"FLAG_MAIN_08_000",
101000620,1010,,620,,1,-1,-1,"",
101000621,1010,,621,,1,-1,-1,"FLAG_MAIN_08_000",
101000622,1010,,622,,1,-1,-1,"",
101000623,1010,,623,,1,-1,-1,"",
101000624,1010,,624,,1,-1,-1,"",
101000625,1010,,625,,1,-1,-1,"",
101000626,1010,,626,,1,-1,-1,"",
101000627,1010,,627,,1,-1,-1,"",
101000628,1010,,628,,1,-1,-1,"",
101000629,1010,,629,,1,-1,-1,"",
101000630,1010,,630,,1,-1,-1,"FLAG_MAIN_08_000",
101000631,1010,,631,,1,-1,-1,"FLAG_MAIN_08_000",
101000632,1010,,632,,1,-1,-1,"",
101000633,1010,,633,,1,-1,-1,"",
101000634,1010,,634,,1,-1,-1,"",
101000635,1010,,635,,1,-1,-1,"",
101000636,1010,,636,,1,-1,-1,"",
101000637,1010,,637,,1,-1,-1,"",
101000638,1010,,638,,1,-1,-1,"",
101000639,1010,,639,,1,-1,-1,"",
101000640,1010,,640,,1,-1,-1,"",
101000641,1010,,641,,1,-1,-1,"FLAG_MAIN_08_000",
101000642,1010,,642,,1,-1,-1,"",
101000643,1010,,643,,1,-1,-1,"",
101000644,1010,,644,,1,-1,-1,"",
101000645,1010,,645,,1,-1,-1,"FLAG_MAIN_08_000",
101000646,1010,,646,,1,-1,-1,"FLAG_MAIN_08_000",
101000647,1010,,647,,1,-1,-1,"",
101000648,1010,,648,,1,-1,-1,"",
101000649,1010,,649,,1,-1,-1,"",
101000650,1010,,650,,1,-1,-1,"",
101000651,1010,,651,,1,-1,-1,"FLAG_MAIN_08_000",
101000652,1010,,652,,1,-1,-1,"FLAG_MAIN_08_000",
101000653,1010,,653,,1,-1,-1,"FLAG_MAIN_08_000",
101000654,1010,,654,,1,-1,-1,"",
101000655,1010,,655,,1,-1,-1,"FLAG_MAIN_08_000",
101000656,1010,,656,,1,-1,-1,"FLAG_MAIN_08_000",
101000657,1010,,657,,1,-1,-1,"",
101000658,1010,,658,,1,-1,-1,"",
101000659,1010,,659,,1,-1,-1,"",
101000660,1010,,660,,1,-1,-1,"",
101000661,1010,,661,,1,-1,-1,"",
101000662,1010,,662,,1,-1,-1,"",
101000663,1010,,663,,1,-1,-1,"FLAG_MAIN_08_000",
101000664,1010,,664,,1,-1,-1,"",
101000665,1010,,665,,1,-1,-1,"",
101000666,1010,,666,,1,-1,-1,"",
101000667,1010,,667,,1,-1,-1,"",
101000668,1010,,668,,1,-1,-1,"",
101000669,1010,,669,,1,-1,-1,"FLAG_MAIN_08_000",
101000670,1010,,670,,1,-1,-1,"FLAG_MAIN_08_000",
101100233,1011,,233,,1,-1,-1,"FLAG_SUB_900_162_001",
101100554,1011,,554,,1,-1,-1,"",
101100555,1011,,555,,1,-1,-1,"",
101100556,1011,,556,,1,-1,-1,"",
101100557,1011,,557,,1,-1,-1,"",
101100558,1011,,558,,1,-1,-1,"FLAG_MAIN_08_000",
101100559,1011,,559,,1,-1,-1,"FLAG_MAIN_08_000",
101100560,1011,,560,,1,-1,-1,"",
101100561,1011,,561,,1,-1,-1,"",
101100562,1011,,562,,1,-1,-1,"",
101100563,1011,,563,,1,-1,-1,"",
101100564,1011,,564,,1,-1,-1,"",
101100565,1011,,565,,1,-1,-1,"FLAG_MAIN_08_000",
101100566,1011,,566,,1,-1,-1,"",
101100567,1011,,567,,1,-1,-1,"",
101100568,1011,,568,,1,-1,-1,"",
101100571,1011,,571,,1,-1,-1,"",
101100573,1011,,573,,1,-1,-1,"",
101100574,1011,,574,,1,-1,-1,"",
101100575,1011,,575,,1,-1,-1,"FLAG_MAIN_08_000",
101100576,1011,,576,,1,-1,-1,"",
101100577,1011,,577,,1,-1,-1,"",
101100578,1011,,578,,1,-1,-1,"",
101100579,1011,,579,,1,-1,-1,"FLAG_MAIN_08_000",
101100580,1011,,580,,1,-1,-1,"FLAG_MAIN_08_000",
101100581,1011,,581,,1,-1,-1,"",
101100582,1011,,582,,1,-1,-1,"FLAG_MAIN_08_000",
101100583,1011,,583,,1,-1,-1,"FLAG_MAIN_08_000",
101100584,1011,,584,,1,-1,-1,"",
101100585,1011,,585,,1,-1,-1,"",
101100586,1011,,586,,1,-1,-1,"",
101100587,1011,,587,,1,-1,-1,"",
101100588,1011,,588,,1,-1,-1,"FLAG_MAIN_08_000",
101100589,1011,,589,,1,-1,-1,"FLAG_MAIN_08_000",
101100590,1011,,590,,1,-1,-1,"",
101100591,1011,,591,,1,-1,-1,"FLAG_MAIN_08_000",
101100592,1011,,592,,1,-1,-1,"",
101100593,1011,,593,,1,-1,-1,"",
101100594,1011,,594,,1,-1,-1,"",
101100595,1011,,595,,1,-1,-1,"",
101100596,1011,,596,,1,-1,-1,"",
101100597,1011,,597,,1,-1,-1,"",
101100598,1011,,598,,1,-1,-1,"",
101100599,1011,,599,,1,-1,-1,"",
101100600,1011,,600,,1,-1,-1,"",
101100601,1011,,601,,1,-1,-1,"FLAG_MAIN_08_000",
101100606,1011,,606,,1,-1,-1,"",
101100607,1011,,607,,1,-1,-1,"",
101100608,1011,,608,,1,-1,-1,"FLAG_MAIN_08_000",
101100609,1011,,609,,1,-1,-1,"FLAG_MAIN_08_000",
101100610,1011,,610,,1,-1,-1,"FLAG_MAIN_08_000",
101100611,1011,,611,,1,-1,-1,"FLAG_MAIN_08_000",
101100612,1011,,612,,1,-1,-1,"FLAG_MAIN_08_000",
101100613,1011,,613,,1,-1,-1,"FLAG_IS_CLEAR_S110_098",
