int 0,string 1,string 2,string 3,string 4,string 5,string 6,string 7,string 8,string 9,string 10,string 11
101844,"{fs18}{fa0}{la2}{fc(a1a1a1)}{s}{sc(050a14)}{sa(80)}{so2}","","","","","","","","","",""
101845,"{fs34}{fa2}{la2}{fc(f1b014)}{s}{sc(050a14)}{sa(80)}{so2}","","","","","","","","","",""
101850,"{fs16}{fa0}{fc(ffd97f)}{s}{sc(050a14)}{sa(80)}{so2}","","","","","","","","","",""
101851,"{fs14}{fa2}{fc(ffd97f)}{s}{sc(050a14)}{sa(80)}{so2}","","","","","","","","","",""
101852,"{fs16}{fa0}{fc(ffd97f)}{s}{sc(050a14)}{sa(80)}{so2}","","","","","","","","","",""
101860,"{fs18}{fa0}{s}{sc(050a14)}{sa(80)}{so2}","","","","","","","","","",""
101861,"{fs16}{fa2}{s}{sc(050a14)}{sa(80)}{so2}","","","","","","","","","",""
101870,"{fs16}{fa0}{fc(a1a1a1)}{s}{sc(050a14)}{sa(80)}{so2}","","","","","","","","","",""
101871,"{fs16}{fa2}{s}{sc(050a14)}{sa(80)}{so2}","","","","","","","","","",""
101872,"{fs16}{fa2}{fc(8ba8cf)}{s}{sc(050a14)}{sa(80)}{so2}","","","","","","","","","",""
101873,"{fs16}{fa2}{fc(8ba8cf)}{s}{sc(050a14)}{sa(80)}{so2}","","","","","","","","","",""
101874,"{fs16}{fa2}{fc(8ba8cf)}{s}{sc(050a14)}{sa(80)}{so2}","","","","","","","","","",""
101875,"{fs16}{fa2}{fc(8ba8cf)}{s}{sc(050a14)}{sa(80)}{so2}","","","","","","","","","",""
101876,"{fs16}{fa2}{fc(8ba8cf)}{s}{sc(050a14)}{sa(80)}{so2}","","","","","","","","","",""
101880,"{fs22}{fa0}{s}{sc(050a14)}{sa(80)}{so2}","","","","","","","","","",""
101881,"{fs16}{fa2}{fc(ffd97f)}{s}{sc(050a14)}{sa(80)}{so2}","","","","","","","","","",""
101882,"{fs18}{fa0}{s}{sc(050a14)}{sa(80)}{so2}","","","","","","","","","",""
101883,"{fs18}{fa1}{s}{sc(050a14)}{sa(80)}{so2}","","","","","","","","","",""
101900,"{fs32}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{scr20}{srh8}","","","","","","","","","",""
101901,"{fs21}{fa0}{fc(afc1d3)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101902,"{fs21}{fa2}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101910,"{fs20}{fa0}{fc(fffabe)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101911,"{fs20}{fa0}{fc(fffabe)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101912,"{fs20}{fa0}{fc(fffabe)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101913,"{fs20}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101920,"{fs20}{fa0}{la0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101930,"{fs22}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101931,"{fs20}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{scr30}","","","","","","","","","",""
101935,"{fs22}{fa0}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101936,"{fs20}{fa0}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{scr30}","","","","","","","","","",""
101940,"{fs20}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101941,"{fs20}{fa2}{fc(fffabe)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101942,"{fs20}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101945,"{fs20}{fa1}{fc(ffffff)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101946,"{fs20}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101947,"{fs20}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101948,"{fs20}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101949,"{fs20}{fa1}{fc(f9f62a)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101960,"{fs19}{fa1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
101970,"{fs26}{fa0}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(11)}","","","","","","","","","",""
102005,"{fs17}{fa1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102006,"{fs52}{fc(ffffff)}","","","","","","","","","",""
102007,"{fs52}{fc(050a14)}{fal(80)}","","","","","","","","","",""
102008,"{fs19}{fa2}{fc(31f1cf)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102009,"{fs19}{fa2}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102100,"{fs48}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102101,"{fs48}{fa2}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102105,"{fs24}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102106,"{fs23}{fa0}{fc(afc1d3)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102107,"{fs23}{fa0}{fc(afc1d3)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102108,"{fs23}{fa0}{fc(afc1d3)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102109,"{fs23}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{scr12}{srh2}","","","","","","","","","",""
102110,"{fs23}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102111,"{fs23}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102112,"{fs23}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102113,"{fs23}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102114,"{fs15}{fa0}{fc(000000)}","","","","","","","","","",""
102115,"{fs20}{fa0}{fc(fff8ee)}{s}{sc(005a5b)}{sa(4d)}{so2}{tl5}","","","","","","","","","",""
102116,"{fs20}{fa0}{fc(fff8ee)}{tl5}","","","","","","","","","",""
102117,"{fs20}{fa0}{fc(ffa454)}{fal(4d)}{tl5}","","","","","","","","","",""
102118,"{fs19}{fa0}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102120,"{fs23}{fa0}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102121,"{fs17}{fa0}{fc(ff6854)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102130,"{fs24}{fa0}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102131,"{fs19}{fa2}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{scr16}{srh2}","","","","","","","","","",""
102132,"{fs19}{fa2}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102133,"{fs19}{fa2}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102134,"{fs19}{fa2}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102135,"{fs19}{fa0}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102200,"{fs22}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102205,"{fs30}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102210,"{fs20}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102211,"{fs20}{fa1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102212,"{fs20}{fa1}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102215,"{fs20}{fa1}{fc(000000)}","","","","","","","","","",""
102216,"{fs48}{fa1}","","","","","","","","","",""
102230,"{fs38}{fa0}{fc(dfebf8)}{b1}{bt0}{bc(050d14)}{ba(4d)}","","","","","","","","","",""
102231,"{fs22}{fa1}{ia1}{fc(dfebf8)}{b1}{bt1}{bc(050d14)}{ba(4d)}","","","","","","","","","",""
102232,"{fs34}{fa1}{fc(dfebf8)}{b1}{bt0}{bc(050d14)}{ba(4d)}","","","","","","","","","",""
102233,"{fs20}{fa2}{fc(dfebf8)}{b1}{bt1}{bc(050d14)}{ba(4d)}","","","","","","","","","",""
102240,"{fs20}{fa2}{fc(31f1cf)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102241,"{fs20}{fa2}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102300,"{fs38}{fa0}{fc(dfebf8)}{b1}{bt0}{bc(050d14)}{ba(4d)}","","","","","","","","","",""
102301,"{fs18}{fa1}{fc(050d14)}","","","","","","","","","",""
102302,"{fs27}{fa1}{fc(050d14)}{b1}{bt1}{bc(dfebf8)}{ba(66)}","","","","","","","","","",""
102303,"{fs62}{fa1}{fc(dfebf8)}{b1}{bt1}{bc(050d14)}{ba(4d)}","","","","","","","","","",""
102304,"{fs22}{fa1}{la0}{ia0}{fc(dfebf8)}{lm19}{b1}{bt1}{bc(050d14)}{ba(4d)}","","","","","","","","","",""
102305,"{fs20}{fa2}{fc(dfebf8)}{b1}{bt1}{bc(050d14)}{ba(4d)}","","","","","","","","","",""
102306,"{fs24}{fa1}{fc(dfebf8)}{b1}{bt1}{bc(050d14)}{ba(4d)}","","","","","","","","","",""
102307,"{fs24}{fa0}{fc(dfebf8)}{b1}{bt1}{bc(050d14)}{ba(4d)}","","","","","","","","","",""
102308,"{fs34}{fa2}{fc(f9f62a)}{b1}{bt0}{bc(050d14)}{ba(4d)}","","","","","","","","","",""
102400,"{fs21}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102401,"{fs21}{fa2}{fc(dfebf8)}{fal(33)}","","","","","","","","","",""
102402,"{fs28}{fa0}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102403,"{fs28}{fa0}{fc(ffbe36)}{fal(33)}","","","","","","","","","",""
102404,"{fs34}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{tl15}","","","","","","","","","",""
102405,"{fs34}{fa0}{fc(dfebf8)}{fal(33)}{tl15}","","","","","","","","","",""
102406,"{fs19}{fa1}{fc(fffabe)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102407,"{fs19}{fa1}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102408,"{fs18}{fa1}{fc(fffabe)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102409,"{fs42}{fa1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102410,"{fs30}{fa0}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102415,"{fs17}{tl10}{fa1}{fc(31f1cf)}{fal(80)}{s}{sc(050a14)}{sa(40)}{sox3}{soy1}","","","","","","","","","",""
102416,"{fs17}{tl10}{fa1}{fc(dfebf8)}{fal(80)}{s}{sc(050a14)}{sa(40)}{sox3}{soy1}","","","","","","","","","",""
102420,"{fs23}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102425,"{fs22}{fa0}{fc(dfebf8)}{lm12}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","{fs18}{fa0}{fc(dfebf8)}{lm8}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{tl38}","{fs18}{fa0}{fc(dfebf8)}{lm8}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{tl38}","{fs18}{fa0}{fc(dfebf8)}{lm8}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{tl38}","{fs18}{fa0}{fc(dfebf8)}{lm8}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{tl38}","{fs18}{fa0}{fc(dfebf8)}{lm8}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{tl38}","{fs18}{fa0}{fc(dfebf8)}{lm8}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{tl38}","","","","{fs18}{fa0}{fc(dfebf8)}{lm8}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{tl38}"
102426,"{fs21}{fa1}{fc(e7e4c5)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102427,"{fs21}{fa1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102430,"{fs20}{fa0}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102431,"{fs28}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102432,"{fs20}{tl26}{fa0}{fc(fffabe)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102433,"{fs20}{tl26}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102435,"{fs19}{fa0}{fc(d08237)}","","","","","","","","","",""
102500,"{fs19}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102501,"{fs17}{fa1}{fc(31f1cf)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102502,"{fs17}{fa1}{fc(31f1cf)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102503,"{fs17}{fa0}{fc(31f1cf)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102504,"{fs17}{fa2}{fc(31f1cf)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102505,"{fs20}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102506,"{fs20}{fa0}{fc(dfebf8)}{lm6}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","{fs18}{fa0}{fc(dfebf8)}{lm6}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{tl33}","{fs18}{fa0}{fc(dfebf8)}{lm6}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{tl33}","{fs18}{fa0}{fc(dfebf8)}{lm6}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{tl33}","{fs18}{fa0}{fc(dfebf8)}{lm6}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{tl33}","{fs18}{fa0}{fc(dfebf8)}{lm6}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{tl33}","{fs18}{fa0}{fc(dfebf8)}{lm6}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{tl33}","","","","{fs18}{fa0}{fc(dfebf8)}{lm6}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{tl33}"
102510,"{fs17}{fa1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102520,"{fs20}{fa1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102521,"{fs18}{fa1}{fc(dfebf8)}{fal(80)}{s}{sc(050a14)}{sa(40)}{sox3}{soy1}","","","","","","","","","",""
102522,"{fs20}{fa1}{fal(4d)}{fc(dfebf8)}{s}{sc(050a14)}{sa(26)}{sox3}{soy1}","","","","","","","","","",""
102530,"{fs18}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102531,"{fs18}{fa0}{fc(31f1cf)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102532,"{fs18}{fa0}{fc(dfebf8)}{fal(33)}{s}{sc(050a14)}{sa(1A)}{sox3}{soy1}","","","","","","","","","",""
102535,"{fs18}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{scr32}","","","","","","","","","",""
102536,"{fs18}{fa0}{fc(31f1cf)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{scr32}","","","","","","","","","",""
102537,"{fs18}{fa0}{fc(dfebf8)}{fal(33)}{s}{sc(050a14)}{sa(1A)}{sox3}{soy1}{scr32}","","","","","","","","","",""
102540,"{fs22}{fa1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102541,"{fs22}{fa1}{fc(31f1cf)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102542,"{fs22}{fa1}{fc(dfebf8)}{fal(33)}{s}{sc(050a14)}{sa(1A)}{sox3}{soy1}","","","","","","","","","",""
102550,"{fs52}{fc(ffffff)}","","","","","","","","","",""
102551,"{fs52}{fc(050a14)}{fal(80)}","","","","","","","","","",""
102600,"{fs18}{fa0}{fc(ffbe36)}","","","","","","","","","",""
102601,"{fs28}{fa0}{fc(dfebf8)}{s}{sc(dfebf8)}{sa(33)}{sox10}{soy3}","","","","","","","","","",""
102602,"{fs15}{fa2}{fc(dfebf8)}{s}{sc(dfebf8)}{sa(33)}{sox10}{soy3}","","","","","","","","","",""
102603,"{fs19}{fa0}{fc(dfebf8)}","","","","","","","","","",""
102604,"{fs19}{fa0}{fc(6e747b)}","","","","","","","","","",""
102700,"{fs33}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102701,"{fs23}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102702,"{fs23}{fa1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102703,"{fs28}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102704,"{fs28}{fa2}{fc(f9f62a)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102705,"{fs23}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102706,"{fs23}{fa2}{fc(959fa9)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102707,"{fs23}{fa1}{fc(959fa9)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102708,"{fs23}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102710,"{fs23}{fa0}{fc(f9f62a)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102711,"{fs23}{fa2}{fc(f9f62a)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102715,"{fs23}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102716,"{fs23}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102717,"{fs23}{fa1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102718,"{fs23}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102719,"{fs23}{fa2}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102720,"{fs23}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102721,"{fs28}{fa0}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{tl18}","","","","","","","","","",""
102722,"{fs22}{fa0}{la0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","{fs18}{fa0}{la0}{lm8}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","{fs18}{fa0}{la0}{lm8}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","{fs18}{fa0}{la0}{lm8}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","{fs18}{fa0}{la0}{lm8}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","{fs18}{fa0}{la0}{lm8}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","{fs18}{fa0}{la0}{lm8}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","{fs18}{fa0}{la0}{lm8}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}"
102723,"{fs23}{fa0}{fc(959fa9)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102724,"{fs22}{fa0}{la0}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102725,"{fs19}{fa1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102730,"{fs26}{fa2}{fc(dfebf8)}{b1}{bt1}{bc(050d14)}{ba(4d)}","","","","","","","","","",""
102731,"{fs26}{fa2}{fc(050a14)}{fal(80)}","","","","","","","","","",""
102735,"{fs21}{fa2}{fc(f9f62a)}{b1}{bt1}{bc(050d14)}{ba(4d)}","","","","","","","","","",""
102736,"{fs21}{fa2}{fc(fa7f97)}{b1}{bt1}{bc(050d14)}{ba(4d)}","","","","","","","","","",""
102737,"{fs21}{fa2}{fc(050a14)}{fal(80)}","","","","","","","","","",""
102740,"{fs20}{fa1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102800,"{fs18}{fa0}{fc(050d14)}","","","","","","","","","",""
102801,"{fs26}{fa2}{fc(050d14)}","","","","","","","","","",""
102802,"{fs18}{fa0}{fc(dfebf8)}{b1}{bt1}{ba(33)}","","","","","","","","","",""
102803,"{fs26}{fa2}{fc(dfebf8)}{b1}{bt1}{ba(33)}","","","","","","","","","",""
102804,"{fs18}{fa0}{fc(dfebf8)}{fal(1A)}","","","","","","","","","",""
102805,"{fs26}{fa2}{fc(dfebf8)}{fal(1A)}","","","","","","","","","",""
102806,"{fs20}{fa0}{la1}{fc(050d14)}","","","","","","","","","",""
102807,"{fs20}{fa0}{la1}{fc(f9f62a)}{b1}{bt1}{ba(33)}","","","","","","","","","",""
102808,"{fs20}{fa0}{la1}{fc(f9f62a)}{fal(1A)}","","","","","","","","","",""
102810,"{fs18}{fa0}{fc(050d14)}","","","","","","","","","",""
102811,"{fs26}{fa2}{fc(050d14)}","","","","","","","","","",""
102812,"{fs18}{fa0}{fc(72ff00)}{b1}{bt1}{ba(33)}","","","","","","","","","",""
102813,"{fs26}{fa2}{fc(72ff00)}{b1}{bt1}{ba(33)}","","","","","","","","","",""
102814,"{fs18}{fa0}{fc(72ff00)}{fal(1A)}","","","","","","","","","",""
102815,"{fs26}{fa2}{fc(72ff00)}{fal(1A)}","","","","","","","","","",""
102820,"{fs18}{fa0}{fc(050d14)}","","","","","","","","","",""
102821,"{fs26}{fa2}{fc(050d14)}","","","","","","","","","",""
102822,"{fs18}{fa0}{fc(72ff00)}{b1}{bt1}{ba(33)}","","","","","","","","","",""
102823,"{fs26}{fa2}{fc(72ff00)}{b1}{bt1}{ba(33)}","","","","","","","","","",""
102824,"{fs18}{fa0}{fc(72ff00)}{fal(1A)}","","","","","","","","","",""
102825,"{fs26}{fa2}{fc(72ff00)}{fal(1A)}","","","","","","","","","",""
102900,"{fs21}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102901,"{fs21}{fc(050d14)}","","","","","","","","","",""
102902,"{fs21}{fa0}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102903,"{fs20}{fa0}{la0}{lm6}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102904,"{fs33}{fa0}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102905,"{fs21}{fa0}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102906,"{fs19}{fa2}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102907,"{fs20}{fa0}{la0}{lm6}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102908,"{fs19}{fc(000000)}","","","","","","","","","",""
102909,"{fs21}{fa2}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102910,"{fs20}{fa2}{la0}{lm6}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102911,"{fs30}{fa0}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102912,"{fs19}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102913,"{fs20}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
102914,"{fs21}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
102915,"{fs40}{fc(ffffff)}","","","","","","","","","",""
102916,"{fs40}{fc(050a14)}{fal(80)}","","","","","","","","","",""
103000,"{fs20}{fa1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
110000,"{fs19}{fa1}{fc(050d14)}","","","","","","","","","",""
110001,"{fs17}{fa2}{fc(fbf7bc)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
110002,"{fs30}{fa0}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
