int32 0,empty 1,int32 2,empty 3,empty 4,int32 5,empty 6,bool 7,bool 8,bool 9,int32 10,int32 11,float 12,float 13,string2 14,int32 15,int32 16,int32 17,int32 18,int32 19,int32 20,int32 21,int32 22,int32 23,int32 24,int32 25,int32 26,int32 27,int32 28,int32 29,int32 30,empty 31,int32 32,int32 33,int32 34,int32 35,int32 36,int32 37,empty 38,int32 39,int32 40,empty 41,int32 42,int32 43
42302,,423,,,42302,,false,true,true,0,20,-1,0.05,"",0,0,4780,540,3290,1830,2700,1610,1350,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
42401,,424,,,42401,,false,true,false,0,20,-1,0.05,"",0,0,3210,600,3642,2260,2432,1750,1040,60,80,80,90,80,90,200,,0,664,10,320,32,10424,,30,0,,0,0
42501,,425,,,42501,,false,true,false,0,20,-1,0.05,"",0,0,1870,1260,620,480,1760,740,1140,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
42601,,426,,,42601,,false,true,false,0,20,-1,0.05,"",0,0,330,700,1480,732,1560,662,850,100,60,280,150,280,150,200,,0,964,10,320,32,10426,,5,0,,0,5
42701,,427,,,42702,,false,true,false,0,20,-1,0.05,"",0,0,1730,1260,3524,1605,4194,1835,1040,90,80,0,40,0,40,200,,0,864,10,320,32,1172,,5,10427,,5,5
42702,,427,,,42702,,false,true,false,0,20,-1,0.05,"",0,0,2400,1260,1100,800,1440,920,620,60,100,260,90,260,90,200,,0,664,10,320,32,22129,,100,0,,0,0
42703,,427,,,42701,,false,true,false,0,20,-1,0.05,"",0,0,4290,1260,2855,1010,2819,1240,1040,50,80,210,90,150,90,200,,29,664,10,320,32,10427,,5,0,,0,0
42801,,428,,,42801,,false,true,false,0,20,-1,0.05,"",0,0,7740,700,3704,2460,3794,2500,2042,30,80,80,90,80,90,160,,40,664,10,320,32,10428,,30,0,,0,0
42802,,428,,,42802,,false,true,false,0,20,-1,0.05,"",0,0,1900,700,1240,690,1330,700,850,180,100,200,100,200,100,200,,0,664,10,320,32,0,,0,0,,0,5
42901,,429,,,42901,,false,true,false,0,20,-1,0.05,"",0,0,2160,910,2578,1042,2818,1242,900,80,80,100,50,100,50,200,,0,664,10,320,32,10429,,5,0,,0,5
42902,,429,,,42902,,false,true,false,0,20,-1,0.05,"",0,0,9320,910,7264,2310,7744,2240,1196,60,100,0,90,0,90,160,,0,664,10,320,32,10429,,5,0,,0,0
43101,,431,,,43101,,false,true,false,0,20,-1,0.05,"",0,0,2920,480,1510,720,640,540,900,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
43102,,431,,,43102,,false,true,false,0,20,-1,0.05,"",0,0,2920,480,1510,720,640,540,900,60,100,200,100,200,100,200,,0,664,10,320,32,0,,0,0,,0,5
43401,,434,,,43401,,false,true,false,0,20,-1,0.05,"",0,0,2630,980,2670,2620,3470,2740,1850,60,100,260,90,260,90,200,,0,664,10,320,32,22108,,100,0,,0,0
43402,,434,,,43402,,false,true,false,0,20,-1,0.05,"",0,0,1550,980,3750,2620,4550,2740,1850,80,100,0,100,0,100,200,,0,664,10,320,32,0,,0,0,,0,5
43501,,435,,,43501,,false,true,false,0,20,-1,0.05,"",0,0,3790,960,660,650,2760,690,1120,60,100,260,90,260,90,200,,0,1364,12,350,35,0,,0,0,,0,5
43701,,437,,,43701,,false,true,false,0,20,-1,0.1,"",0,0,170,120,193,93,83,73,157,40,60,270,100,270,100,160,,0,4,2,10,1,0,,0,0,,0,100
45901,,459,,,43801,,false,true,false,0,20,-1,0.1,"",0,0,8210,160,3880,1600,2480,1000,1836,50,100,100,90,100,90,160,,0,4,2,20,2,10438,,30,0,,0,0
43802,,438,,,43802,,false,true,false,0,20,-1,0.1,"",0,0,520,160,160,100,130,70,172,40,60,300,100,300,100,160,,0,4,2,20,2,10438,,5,0,,0,100
43901,,439,,,43901,,false,true,true,0,20,-1,0.05,"",0,0,2330,980,560,450,1960,880,940,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
44002,,440,,,44002,,false,true,false,0,20,-1,0.05,"",0,0,3800,600,1460,520,910,500,850,60,100,100,100,100,100,200,,12,300,0,320,32,0,,0,0,,0,5
44003,,440,,,44003,,false,true,false,0,20,-1,0.05,"",0,0,3800,600,1460,520,910,500,850,60,100,200,100,200,100,200,,12,2000,10,320,32,0,,0,0,,0,5
45001,,450,,,45001,,false,true,false,0,20,-1,0.05,"",0,0,3500,1030,540,364,1910,644,881,120,60,210,150,210,150,190,,0,664,10,320,32,1172,,5,10450,,5,5
45101,,451,,,45101,,false,true,false,0,20,-1,0.05,"",0,0,270,1300,672,168,1890,678,850,100,60,200,150,260,150,200,,0,964,10,320,32,10451,,5,0,,0,5
45198,,451,,,45101,,false,true,false,0,20,-1,0.05,"",0,0,2050,1300,390,450,1890,960,850,0,100,0,0,0,0,0,,45198,664,10,320,32,0,,0,0,,0,5
45201,,452,,,45201,,false,true,false,0,20,-1,0.05,"",0,0,100,300,370,50,90,30,240,80,60,230,130,230,110,130,,0,84,6,80,8,10452,,5,0,,0,15
45202,,452,,,45201,,false,true,true,0,20,-1,0.05,"",0,0,1000,300,510,260,330,260,240,40,60,170,40,170,40,130,,0,84,6,80,8,0,,0,0,,0,15
45301,,453,,,45301,,false,true,true,0,20,-1,0.05,"",0,0,3940,880,560,520,1680,870,850,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
45401,,454,,,45401,,false,true,false,0,20,-1,0.05,"",0,0,730,520,440,296,340,256,310,80,60,330,130,330,130,130,,0,84,6,80,8,17,,20,10454,,5,15
45402,,454,,,45401,,false,true,false,0,20,-1,0.05,"",0,0,360,520,3310,2134,3200,2094,1310,60,60,20,10,20,10,130,,0,84,6,80,8,10454,,5,0,,0,15
45501,,455,,,45501,,false,true,false,0,20,-1,0.05,"",0,0,890,430,170,85,170,35,230,80,60,280,200,280,170,130,,0,84,8,80,8,10455,,5,0,,0,15
45601,,456,,,45601,,false,true,false,0,20,-1,0.05,"",0,0,1190,400,790,560,760,480,360,40,60,170,40,170,40,130,,0,84,6,80,8,22153,,100,0,,0,0
45701,,457,,,45701,,false,true,false,0,20,-1,0.1,"",0,0,790,290,346,126,216,126,281,50,60,300,100,300,100,130,,0,24,4,40,4,0,,0,0,,0,20
45702,,457,,,45701,,false,true,false,0,20,-1,0.1,"",0,0,430,290,1400,950,1270,950,1090,0,50,120,20,120,20,100,,0,24,4,40,4,10457,,5,0,,0,0
45703,,457,,,45701,,false,true,false,0,20,-1,0.1,"",0,0,870,290,400,150,270,150,290,30,50,120,20,120,20,100,,0,24,4,40,4,10457,,5,0,,0,20
45801,,458,,,45801,,false,true,false,0,20,-1,0.1,"",0,0,170,140,140,90,90,70,100,50,60,300,115,300,95,130,,0,3,7,10,7,1,,75,0,,0,0
45802,,458,,,45801,,false,true,false,0,20,-1,0.1,"",0,0,370,140,161,78,70,58,117,50,60,290,175,300,175,130,,0,3,7,10,7,1,,10,0,,0,50
45803,,458,,,45801,,false,true,false,0,20,-1,0.1,"",0,0,970,140,470,180,90,120,190,40,50,130,30,130,30,100,,0,12,2,20,2,1,,10,0,,0,30
46101,,461,,,46101,,false,true,false,0,20,-1,0.05,"",0,0,3060,560,2050,1220,580,560,780,60,100,260,90,260,90,200,,0,664,10,320,32,10461,,5,0,,0,0
46102,,461,,,46102,,false,true,false,0,20,-1,0.05,"",0,0,2280,560,3830,2298,1860,858,936,80,80,0,80,0,80,160,,0,664,10,320,32,10461,,5,0,,0,5
46103,,461,,,46102,,false,true,false,0,20,-1,0.05,"",0,0,3550,560,3589,1073,1119,713,780,50,80,90,130,90,130,200,,10,664,10,320,32,10461,,30,0,,0,0
46301,,463,,,46301,,false,true,false,0,20,-1,0.05,"",0,0,1840,580,230,240,350,260,250,40,60,170,40,170,40,130,,0,84,6,80,8,0,,0,0,,0,15
46501,,465,,,46501,,false,true,false,0,20,-1,0.05,"",0,0,3810,1340,790,570,840,640,780,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
46601,,466,,,46601,,false,true,false,0,20,-1,0.1,"",0,0,6910,220,3380,1046,2880,1046,1736,50,100,100,90,100,90,160,,0,4,2,20,2,10466,,30,0,,0,0
46602,,466,,,46601,,false,true,false,0,20,-1,0.1,"",0,0,210,220,220,90,170,90,150,0,60,200,20,200,20,130,,0,4,2,20,2,10466,,5,0,,0,0
46603,,466,,,46602,,false,true,false,0,20,-1,0.1,"",0,0,400,220,111,86,61,86,123,50,60,285,120,285,120,160,,0,4,2,20,2,10466,,5,0,,0,100
47401,,474,,,47401,,false,true,true,0,20,-1,0.05,"",0,0,1200,360,470,270,250,260,250,40,60,170,40,170,40,130,,0,664,10,320,32,0,,0,0,,0,15
47901,,479,,,47901,,false,false,true,0,20,-1,0.05,"",0,0,2340,620,1270,275,810,205,330,130,60,340,200,340,200,160,,0,264,8,160,16,0,,0,0,,0,10
48901,,489,,,48901,,false,false,true,0,20,3,0.05,"",0,0,13840,1440,6941,2091,3359,1854,2585,200,100,0,100,0,100,100,,12,664,10,320,32,10489,,100,0,,0,0
49001,,490,,,49001,,false,false,true,0,20,3,0.05,"",0,0,13340,1600,5758,2864,5772,1942,3702,200,100,0,100,0,100,100,,12,664,10,320,32,10490,,100,0,,0,0
49101,,491,,,49101,,false,true,false,0,20,-1,0.05,"",0,0,1550,670,3830,1660,2900,1600,1320,60,100,200,100,200,100,200,,0,264,8,160,16,22110,,100,0,,0,0
49201,,492,,,49201,,false,true,true,0,20,-1,0.05,"",0,0,20840,870,4440,2400,1390,2100,650,200,100,100,100,100,100,200,,12,25000,10,3200,32,10492,,100,0,,0,5
51001,,510,,,51001,,false,true,false,0,20,-1,0.1,"",0,0,640,190,200,100,220,90,150,20,60,200,20,200,20,130,,0,4,2,20,2,0,,0,0,,0,100
51201,,512,,,51201,,false,true,false,0,20,-1,0.1,"",0,0,620,190,210,100,200,80,150,20,60,200,20,200,20,130,,0,4,2,20,2,0,,0,0,,0,100
51401,,514,,,51401,,false,true,false,0,20,-1,0.1,"",0,0,500,340,100,80,270,120,150,0,0,0,0,0,0,0,,0,4,2,20,2,10514,,5,0,,0,0
51402,,514,,,51401,,false,true,false,0,20,-1,0.1,"",0,0,460,340,106,64,256,104,144,40,60,270,100,270,100,160,,0,4,2,20,2,10514,,5,0,,0,100
51501,,515,,,51501,,false,true,false,0,20,-1,0.1,"",0,0,410,420,90,54,256,84,204,40,60,270,100,270,100,160,,0,4,2,20,2,0,,0,0,,0,100
54801,,548,,,54801,,false,true,false,0,20,-1,0.05,"",0,0,330,520,214,170,228,250,450,80,60,230,120,290,130,130,,0,84,6,80,8,10548,,5,0,,0,15
54802,,548,,,54802,,false,true,false,0,20,-1,0.05,"",0,0,3890,520,1290,1140,2512,2070,1350,100,80,130,60,100,60,130,,32,84,6,80,8,10548,,30,0,,0,0
54803,,548,,,54801,,false,true,false,0,20,-1,0.05,"",0,0,680,520,110,110,530,180,350,80,60,300,130,330,130,130,,0,84,6,80,8,10548,,5,0,,0,15
56401,,564,,,56401,,false,true,false,0,20,-1,0.1,"",0,0,900,360,230,130,270,130,240,30,50,120,20,120,20,100,,0,24,4,40,4,0,,0,0,,0,20
56701,,567,,,56701,,false,true,false,0,20,-1,0.1,"",0,0,470,380,138,54,258,74,204,40,60,270,100,270,100,160,,0,4,2,20,2,0,,0,0,,0,100
56901,,569,,,56901,,false,true,false,0,20,-1,0.1,"",0,0,600,240,307,105,57,135,253,60,60,300,125,300,125,130,,0,24,4,40,4,7,,10,10569,,5,20
56902,,569,,,56901,,false,true,false,0,20,-1,0.1,"",0,0,730,240,217,84,162,114,277,50,60,310,100,310,100,130,,0,24,4,40,4,7,,10,10569,,5,20
57301,,573,,,57301,,false,true,false,0,20,-1,0.1,"",0,0,810,260,360,160,270,160,320,30,50,120,20,120,20,100,,0,24,4,40,4,0,,0,0,,0,20
57401,,574,,,57401,,false,true,false,0,20,-1,0.05,"",0,0,1250,420,490,210,350,210,440,40,60,170,40,170,40,130,,0,84,6,80,8,0,,0,0,,0,15
57501,,575,,,57501,,false,true,false,0,20,-1,0.05,"",0,0,2050,690,1030,480,750,480,930,50,80,210,50,210,50,160,,0,264,8,160,16,0,,0,0,,0,10
57601,,576,,,57601,,false,true,false,0,20,-1,0.05,"",0,0,1780,730,400,660,1610,860,590,50,80,210,50,210,50,160,,0,264,8,160,16,22150,,100,0,,0,0
57602,,576,,,57602,,false,true,false,0,20,-1,0.05,"",0,0,140,730,618,50,1528,250,713,90,60,230,150,230,150,130,,0,564,8,160,16,10576,,5,0,,0,10
57701,,577,,,57701,,false,true,false,0,20,-1,0.1,"",0,0,960,400,460,150,380,180,241,60,60,300,120,300,120,130,,0,24,6,40,4,10577,,5,0,,0,20
57702,,577,,,57701,,false,true,false,0,20,-1,0.1,"",0,0,980,400,440,230,420,260,280,30,50,120,20,120,20,100,,0,24,4,40,4,0,,0,0,,0,20
57801,,578,,,57801,,false,true,false,0,20,-1,0.1,"",0,0,880,260,360,180,130,160,190,30,50,120,20,120,20,100,,0,24,4,40,4,0,,0,0,,0,20
57901,,579,,,57901,,false,true,true,0,20,-1,0.05,"",0,0,1210,500,530,180,320,210,250,40,60,170,40,170,40,130,,0,84,6,80,8,0,,0,0,,0,15
58001,,580,,,58001,,false,true,true,0,20,-1,0.05,"",0,0,1320,360,550,230,300,200,280,40,60,170,40,170,40,130,,0,84,6,80,8,0,,0,0,,0,15
58201,,582,,,58201,,false,true,false,0,20,-1,0.1,"",0,0,610,420,93,130,279,180,193,60,60,250,120,310,120,130,,0,24,4,40,4,10582,,5,0,,0,20
58401,,584,,,58401,,false,true,false,0,20,-1,0.05,"",0,0,1400,710,1138,524,1588,734,1110,80,60,170,130,170,130,160,,0,264,8,160,16,10584,,5,0,,0,10
58402,,584,,,58401,,false,true,false,0,20,-1,0.05,"",0,0,1510,710,2690,2520,3440,2730,1810,50,80,210,50,210,50,160,,0,264,8,160,16,10584,,5,0,,0,10
58403,,584,,,58401,,false,true,false,0,20,-1,0.05,"",0,0,1510,710,1190,720,1940,930,810,0,80,210,50,210,50,160,,0,264,8,160,16,10584,,5,0,,0,0
58404,,584,,,58401,,false,true,false,0,20,-1,0.05,"",0,0,3000,710,2484,1458,2734,1868,1110,60,80,80,40,80,40,160,,0,264,8,160,16,10584,,5,0,,0,10
58601,,586,,,58601,,false,true,false,0,20,-1,0.05,"",0,0,640,420,580,270,90,230,450,80,60,330,130,330,130,130,,0,84,6,80,8,10586,,5,0,,0,15
58602,,586,,,58601,,false,true,false,0,20,-1,0.05,"",0,0,1,1,580,450,360,410,430,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,0
58801,,588,,,58801,,false,true,false,0,20,1,0.05,"",0,0,320,690,2935,360,2475,550,260,90,60,100,150,100,150,160,,0,664,8,160,16,1174,,5,10588,,5,10
59001,,590,,,59001,,false,true,false,0,20,-1,0.05,"",0,0,1330,260,290,120,20,80,152,100,60,300,130,290,130,160,,0,84,6,80,8,10590,,5,0,,0,15
59201,,592,,,59201,,false,true,false,0,20,-1,0.05,"",0,0,710,410,286,165,216,105,300,80,60,330,130,330,130,130,,0,84,6,80,8,10592,,5,0,,0,15
59202,,592,,,59202,,false,true,false,0,20,-1,0.05,"",0,0,1120,410,460,220,440,160,420,120,60,130,60,130,60,130,,0,84,6,80,8,0,,0,0,,0,15
59401,,594,,,59401,,false,true,false,0,20,-1,0.1,"",0,0,640,270,198,60,78,40,202,70,60,290,130,290,130,130,,0,24,4,40,4,1173,,5,10594,,5,20
59501,,595,,,59501,,false,true,false,0,20,-1,0.1,"",0,0,200,270,120,90,150,90,90,50,60,300,95,300,95,130,,0,3,5,10,5,0,,0,0,,0,0
59502,,595,,,59501,,false,true,false,0,20,-1,0.1,"",0,0,280,270,132,83,212,83,117,50,60,300,100,300,100,130,,0,3,5,10,5,0,,0,0,,0,50
59503,,595,,,59501,,false,true,false,0,20,-1,0.1,"",0,0,870,270,460,460,200,280,190,30,50,120,20,120,20,100,,0,3,5,4,5,0,,0,0,,0,40
59601,,596,,,59601,,false,true,false,0,20,-1,0.05,"",0,0,410,620,3818,2390,4018,2480,1680,90,60,0,50,0,50,160,,0,264,8,160,16,10596,,5,0,,0,10
59701,,597,,,59701,,false,true,false,0,20,-1,0.05,"",0,0,490,380,326,145,176,105,280,80,60,330,130,330,130,130,,0,84,6,80,8,10597,,5,0,,0,15
59702,,597,,,59701,,false,true,false,0,20,-1,0.05,"",0,0,1,1,620,500,550,450,320,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,0
59703,,597,,,59703,,false,true,false,0,20,-1,0.05,"",0,0,750,380,2648,2744,1630,832,1280,90,80,140,150,120,120,130,,0,84,6,80,8,10597,,30,0,,0,0
59801,,598,,,59801,,false,true,false,0,20,-1,0.05,"",0,0,1440,370,960,340,200,210,360,40,60,170,40,170,40,130,,0,84,6,80,8,22152,,100,0,,0,0
60001,,600,,,60001,,false,true,false,0,20,-1,0.05,"",0,0,3070,780,1510,410,1260,540,880,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
60101,,601,,,60101,,false,true,false,0,20,-1,0.05,"",0,0,17420,440,2520,1380,3878,2228,1252,270,60,190,150,190,160,160,,12,8400,16,2400,160,10601,,100,0,,0,15
60201,,602,,,60201,,false,true,false,0,20,-1,0.05,"",0,0,1510,760,2800,1460,3240,1590,1340,50,80,210,50,210,50,160,,0,264,8,160,16,22111,,100,0,,0,0
60301,,603,,,60301,,false,true,false,0,20,-1,0.05,"",0,0,2160,730,900,770,1690,800,950,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
60401,,604,,,60401,,false,true,false,0,20,-1,0.05,"",0,0,3680,980,1320,810,1650,810,1110,60,100,260,90,260,90,200,,0,1364,12,350,35,0,,0,0,,0,5
60501,,605,,,60501,,false,true,false,0,20,-1,0.05,"",0,0,2130,800,538,440,468,244,750,120,60,330,160,330,160,160,,0,264,8,160,16,10605,,5,0,,0,10
60601,,606,,,60601,,false,false,false,0,20,-1,0.05,"",0,0,900,700,690,140,440,60,130,115,60,360,200,360,200,160,,0,264,10,160,16,10606,,5,0,,0,10
60602,,606,,,60602,,false,true,false,0,20,-1,0.05,"",0,0,8635,700,683,300,523,300,290,100,60,330,200,330,200,160,,0,400,0,160,16,0,,0,0,,0,10
60701,,607,,,60701,,false,true,false,0,20,-1,0.1,"",0,0,240,180,222,113,192,133,197,50,60,300,100,300,100,130,,0,4,1,20,1,1,,20,0,,0,20
60901,,609,,,60901,,false,true,false,0,20,-1,0.1,"",0,0,810,320,310,160,330,270,240,30,50,120,20,120,20,100,,0,24,4,40,4,1,,20,0,,0,20
61001,,610,,,61001,,false,true,false,0,20,-1,0.05,"",0,0,20,420,666,219,837,339,740,80,60,230,130,240,130,130,,0,84,6,80,8,1172,,5,10610,,5,15
61101,,611,,,61101,,false,true,false,0,20,-1,0.1,"",0,0,310,250,110,190,90,230,240,60,60,260,120,300,120,130,,0,24,4,40,4,10611,,5,0,,0,20
61301,,613,,,61301,,false,true,false,0,20,-1,0.05,"",0,0,10000,980,470,560,2090,820,500,60,100,260,90,260,90,200,,12,664,10,320,32,10613,,100,0,,0,5
61302,,613,,,61301,,false,true,false,0,20,-1,0.05,"",0,0,10000,980,470,560,2090,820,500,60,100,260,90,260,90,200,,0,664,10,320,32,10613,,100,0,,0,5
61303,,613,,,61301,,false,true,false,0,20,-1,0.05,"",0,0,6120,980,4030,2060,5750,2320,1600,60,100,0,90,0,90,160,,19,664,10,320,32,10613,,30,0,,0,0
61401,,614,,,61401,,false,true,false,0,20,-1,0.05,"",0,0,2430,810,2650,1650,1880,1540,1020,60,100,260,90,260,90,200,,0,664,10,320,32,22143,,100,0,,0,0
61402,,614,,,61402,,false,true,false,0,20,-1,0.05,"",0,0,6930,810,5310,2150,4440,2040,1750,60,100,0,90,0,90,160,,19,664,10,320,32,10614,,30,0,,0,0
61501,,615,,,61501,,false,true,false,0,20,-1,0.05,"",0,0,800,410,550,224,136,134,160,80,60,330,130,330,130,130,,0,84,8,80,8,10615,,5,0,,0,15
61502,,615,,,61502,,false,true,false,0,20,-1,0.05,"",0,0,1360,410,410,350,360,260,160,40,60,130,60,130,60,130,,0,84,6,80,8,0,,0,0,,0,15
61601,,616,,,61601,,false,true,false,0,20,-1,0.05,"",0,0,2480,890,1310,610,1460,520,940,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
61701,,617,,,61701,,false,true,false,0,20,-1,0.05,"",0,0,2860,910,1650,500,1240,360,890,60,100,260,90,260,90,200,,0,664,10,320,32,10617,,5,0,,0,5
61702,,617,,,61701,,false,true,false,0,20,-1,0.05,"",0,0,2860,910,1650,500,1240,360,890,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
62101,,621,,,62101,,false,true,false,0,20,-1,0.05,"",0,0,440,300,650,184,136,134,240,80,60,330,130,330,130,130,,0,84,6,80,8,10621,,5,0,,0,15
62102,,621,,,62102,,false,true,false,0,20,-1,0.05,"",0,0,1000,300,1390,720,1360,620,480,40,60,170,40,170,40,130,,0,84,6,80,8,22126,,100,0,,0,0
62201,,622,,,62201,,false,true,false,0,20,-1,0.1,"",0,0,160,320,2085,145,1725,335,1085,70,60,70,130,70,130,130,,0,424,4,40,4,10622,,0,0,,0,20
62202,,622,,,62202,,false,true,false,0,20,-1,0.1,"",0,0,690,320,137,168,77,158,193,60,60,290,100,290,100,130,,0,24,4,40,4,10622,,0,0,,0,20
62301,,623,,,62301,,false,true,false,0,20,-1,0.1,"",0,0,355,340,110,171,115,151,183,65,60,300,130,250,130,130,,0,24,4,40,4,10623,,5,0,,0,20
62302,,623,,,62301,,false,true,false,0,20,-1,0.1,"",0,0,590,340,215,180,160,165,200,50,60,300,100,300,100,130,,0,24,4,40,4,10623,,5,0,,0,20
62601,,626,,,62601,,false,true,false,0,20,-1,0.1,"",0,0,220,270,312,74,182,64,277,50,60,310,100,310,100,130,,0,4,5,20,5,7,,10,0,,0,20
62602,,626,,,62601,,false,true,false,0,20,-1,0.1,"",0,0,680,270,307,129,77,109,253,60,60,300,120,300,120,130,,0,24,4,40,4,7,,10,10626,,5,20
62701,,627,,,62701,,false,true,false,0,20,-1,0.05,"",0,0,420,650,1591,603,551,653,810,90,60,200,120,200,120,160,,0,464,8,160,16,10627,,5,0,,0,10
62901,,629,,,62901,,false,true,false,0,20,-1,0.1,"",0,0,460,260,200,70,160,70,190,20,60,200,20,200,20,130,,0,4,2,10,1,0,,0,0,,0,100
62902,,629,,,62901,,false,true,false,0,20,-1,0.1,"",0,0,140,260,193,63,133,63,187,40,60,270,100,270,100,160,,0,4,2,10,1,0,,0,0,,0,100
63001,,630,,,63001,,false,true,false,0,20,-1,0.05,"",0,0,1310,340,500,262,110,112,320,80,60,320,120,320,120,130,,0,42,3,40,4,0,,0,0,,0,15
63002,,630,,,63001,,false,true,false,0,20,-1,0.05,"",0,0,390,340,1180,400,1010,450,640,80,60,210,110,210,110,130,,0,84,6,80,8,10630,,5,0,,0,15
63101,,631,,,63101,,false,true,false,0,20,-1,0.1,"",0,0,1,190,270,70,130,60,210,0,60,200,20,200,20,130,,0,0,0,0,0,0,,0,0,,0,100
63201,,632,,,63201,,false,true,false,0,20,-1,0.05,"",0,0,3210,760,4020,1410,2560,1360,1140,60,100,260,90,260,90,200,,0,664,10,320,32,10632,,5,0,,0,0
63202,,632,,,63202,,false,true,false,0,20,-1,0.05,"",0,0,8970,760,5180,1410,4020,1360,1140,60,100,0,100,0,100,200,,0,664,10,320,32,10632,,5,0,,0,5
66901,,669,,,66901,,false,true,false,0,20,-1,0.05,"",0,0,2330,530,1440,500,720,350,850,50,80,210,50,210,50,160,,0,4,24,160,16,0,,0,0,,0,0
67501,,675,,,67501,,false,true,false,0,20,-1,0.05,"",0,0,1890,1060,1430,480,1010,460,1590,50,80,210,70,210,70,160,,0,4,36,320,32,0,,0,0,,0,0
67601,,676,,,67601,,false,true,false,0,20,-1,0.05,"",0,0,2660,400,2690,1160,2460,840,960,50,80,210,50,210,50,160,,0,404,24,160,16,10676,,5,0,,0,0
67602,,676,,,67602,,false,true,false,0,20,-1,0.05,"",0,0,1560,400,690,260,460,240,480,50,80,160,80,160,80,160,,0,4,24,160,16,0,,0,0,,0,0
67701,,677,,,67701,,false,true,false,0,20,-1,0.05,"",0,0,3040,540,1720,760,940,610,870,50,80,210,70,210,70,160,,0,4,36,320,32,0,,0,0,,0,0
67801,,678,,,67801,,false,true,false,0,20,-1,0.05,"",0,0,2370,850,1530,600,1090,480,1270,50,80,210,70,210,70,160,,0,4,36,320,32,0,,0,0,,0,0
67901,,679,,,67901,,false,true,false,0,20,-1,0.05,"",0,0,1560,400,770,220,360,180,630,50,80,210,50,210,50,160,,0,4,24,160,16,0,,0,0,,0,0
68001,,680,,,68001,,false,false,true,0,20,-1,0.05,"",0,0,7460,460,4904,1460,4794,1480,1610,180,100,0,100,0,100,160,,0,4,24,160,16,0,,0,0,,0,0
68101,,681,,,68101,,false,true,false,0,20,-1,0.05,"",0,0,1470,460,630,180,420,210,710,50,80,210,50,210,50,160,,0,4,24,160,16,0,,0,0,,0,0
68201,,682,,,68201,,false,true,false,0,20,-1,0.1,"",0,0,830,210,450,128,150,80,213,60,60,300,120,250,120,130,,0,24,4,40,4,1173,,5,10682,,5,20
68202,,682,,,68202,,false,true,false,0,20,-1,0.1,"",0,0,950,210,470,190,150,120,240,90,50,100,50,100,50,100,,0,24,4,40,4,0,,0,0,,0,20
68301,,683,,,68301,,false,true,false,0,20,-1,0.05,"",0,0,2180,740,1000,500,700,430,850,50,80,210,70,210,70,160,,0,664,10,320,32,0,,0,0,,0,10
68701,,687,,,68701,,false,true,false,0,20,-1,0.1,"",0,0,950,180,400,220,220,150,230,30,50,120,20,120,20,100,,0,24,4,40,4,0,,0,0,,0,0
68801,,688,,,68801,,false,false,true,0,20,-1,0.05,"",0,0,18880,550,8234,5676,7664,5216,2960,40,100,0,0,0,0,0,,15,18000,24,3200,320,0,,0,0,,0,5
68802,,688,,,68802,,false,false,false,0,20,-1,0.05,"",0,0,15350,550,5454,1920,4884,1860,1736,60,100,0,90,0,90,160,,15,664,10,320,32,10688,,30,0,,0,0
69701,,697,,,69701,,false,true,false,0,20,-1,0.1,"",0,0,960,160,460,240,140,140,240,30,50,120,20,120,20,100,,0,24,4,40,4,0,,0,0,,0,20
69801,,698,,,69801,,false,false,true,0,20,-1,0.05,"",0,0,1160,240,431,263,67,123,339,100,60,340,150,360,150,160,,0,84,6,80,8,0,,0,0,,0,0
69901,,699,,,69901,,false,true,true,0,20,-1,0.05,"",0,0,2420,500,1290,620,580,470,710,50,80,210,50,210,50,160,,0,264,8,160,16,0,,0,0,,0,10
70001,,700,,,70001,,false,true,false,0,20,-1,0.05,"",0,0,3160,580,1460,810,790,620,850,60,100,260,90,260,90,200,,0,664,10,320,32,10700,,5,0,,0,5
70101,,701,,,70101,,false,true,false,0,20,-1,0.1,"",0,0,2980,360,1523,1120,3593,2130,1310,50,50,50,20,50,20,100,,0,24,4,40,4,10701,,5,0,,0,20
70102,,701,,,70102,,false,true,false,0,20,-1,0.1,"",0,0,3930,360,2250,1193,3820,1703,944,60,100,120,90,120,90,160,,0,24,4,40,4,10701,,5,0,,0,0
70201,,702,,,70201,,false,true,false,0,20,-1,0.05,"",0,0,1030,520,360,140,360,180,490,40,60,170,40,170,40,130,,0,84,6,80,8,0,,0,0,,0,15
70301,,703,,,70301,,false,true,true,0,20,-1,0.05,"",0,0,2340,850,1070,620,1330,660,1290,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
