int32 0,int32 1,string 2,string2 3,string2 4,int32 5,empty 6
2360,5,"Christophe Havart","","",1,
2361,0,"","","",1,
2362,3,"CFO & Country Manager Benelux","","",1,
2363,5,"Christophe Berrard","","",1,
2364,0,"","","",1,
2365,3,"Marketing Director France & Benelux","","",1,
2366,5,"Olivier Réocreux","","",1,
2367,0,"","","",1,
2368,3,"Marketing Manager France & Benelux","","",1,
2369,5,"Thibault Chuffart","","",1,
2370,0,"","","",1,
2371,3,"Product Manager","","",1,
2372,5,"Maurice Fontaine","","",1,
2373,0,"","","",1,
2374,3,"Senior Communications Manager","","",1,
2375,5,"Christelle Carteron","","",1,
2376,0,"","","",1,
2377,3,"PR Manager","","",1,
2378,5,"Lucie Espin","","",1,
2379,0,"","","",1,
2380,3,"Community Manager","","",1,
2381,5,"Pierre-Adrien Winkelkotter","","",1,
2382,5,"Dorian Mallet","","",1,
2383,0,"","","",1,
2384,3,"Bandai Namco Entertainment Southern Europe","","",1,
2385,0,"","","",1,
2386,3,"Vice-President of Southern Europe","","",1,
2387,5,"Alberto Gonzalez Lorca","","",1,
2388,0,"","","",1,
2389,3,"Iberica","","",1,
2390,0,"","","",1,
2391,3,"Marketing Director","","",1,
2392,5,"José Carlos Tapia","","",1,
2393,0,"","","",1,
2394,3,"Product Manager","","",1,
2395,5,"Mau Sánchez-Robles","","",1,
2396,0,"","","",1,
2397,3,"PR Manager","","",1,
2398,5,"Alejandra Pernias","","",1,
2399,0,"","","",1,
2400,3,"Community Managers","","",1,
2401,5,"Celia Romano","","",1,
2402,5,"Elisabeth López","","",1,
2403,0,"","","",1,
2404,3,"Trade Manager","","",1,
2405,5,"Cristina García","","",1,
2406,0,"","","",1,
2407,3,"Marketing Assistant","","",1,
2408,5,"Ángel Ibañez","","",1,
2409,0,"","","",1,
2410,3,"Italy","","",1,
2411,0,"","","",1,
2412,3,"Country Manager Italy","","",1,
2413,5,"Christian Born","","",1,
2414,0,"","","",1,
2415,3,"Marketing Manager","","",1,
2416,5,"Luca Visentini","","",1,
2417,0,"","","",1,
2418,3,"Product Manager","","",1,
2419,5,"Antonio Vandelli","","",1,
2420,0,"","","",1,
2421,3,"Senior PR Manager","","",1,
2422,5,"Nicola Veneziani","","",1,
2423,0,"","","",1,
2424,3,"Community Manager","","",1,
2425,5,"Luca Trimboli","","",1,
2426,0,"","","",1,
2427,3,"Hellas, Balkan & Middle East","","",1,
2428,0,"","","",1,
2429,3,"Managing Director","","",1,
2430,5,"Dimitri Koulouris","","",1,
2431,0,"","","",1,
2432,3,"Marketing Manager","","",1,
2433,5,"Argiro Mazioti","","",1,
2434,0,"","","",1,
2435,3,"Product Manager","","",1,
2436,5,"George Soulogiannis","","",1,
2437,0,"","","",1,
2438,3,"Marketing Manager Middle East","","",1,
2439,5,"Zaid Mehiar","","",1,
2440,0,"","","",1,
2441,3,"Community Manager Middle East","","",1,
2442,5,"Rashed Mokdad","","",1,
2443,0,"","","",1,
2444,3,"Community Manager Assistant Middle East","","",1,
2445,5,"Ahmed Yousry","","",1,
2446,0,"","","",1,
2447,2,"Bandai Namco Entertainment Australia & New Zealand","","",1,
2448,0,"","","",1,
2449,3,"Managing Director","","",1,
2450,5,"Mark Gilbert","","",1,
2451,0,"","","",1,
2452,3,"Marketing Manager","","",1,
2453,5,"Stephen O'leary","","",1,
2454,0,"","","",1,
2455,3,"Sales Director","","",1,
2456,5,"Mark Campbell","","",1,
2457,0,"","","",1,
2458,3,"Vendors","","",1,
2459,0,"","","",1,
2460,3,"QA Project Manager","","",1,
2461,3,"Kudos QA","","",1,
2462,5,"Philippa Bourne","","",1,
2463,0,"","","",1,
2464,3,"BNEE QA Testing Company","","",1,
2465,5,"Universally Speaking","","",1,
2466,0,"","","",1,
2467,3,"CSO","","",1,
2468,5,"Mark Le Breton","","",1,
2469,0,"","","",1,
2470,3,"Head of FQA","","",1,
2471,5,"Joe Corrall","","",1,
2472,0,"","","",1,
2473,3,"QA Manager","","",1,
2474,5,"Chloe Reilly","","",1,
2475,0,"","","",1,
2476,3,"QA Lead","","",1,
2477,5,"Alfie Newbon","","",1,
2478,0,"","","",1,
2479,3,"QA Testers","","",1,
2480,5,"Matthew Abbott","","",1,
2481,5,"Daniel Furneaux","","",1,
2482,5,"James Walters","","",1,
2483,5,"Kial Barrett-Donoghue","","",1,
2484,5,"Hayley Green","","",1,
2485,5,"Rhys Haggerwood","","",1,
2486,5,"Hollie Yusuf","","",1,
2487,0,"","","",1,
2488,3,"Localisation Project Manager","","",1,
2489,3,"CROSSIDIUM","","",1,
2490,5,"Jeremy Lewek","","",1,
2491,0,"","","",1,
2492,3,"LOC Provider","","",1,
2493,5,"Keywords Studios","","",1,
2494,0,"","","",1,
2495,3,"Localisation Manager","","",1,
2496,5,"Allan Lefeuvre","","",1,
2497,0,"","","",1,
2498,3,"Project Managers","","",1,
2499,5,"Marco Auletta","","",1,
2500,5,"Caro Schneider","","",1,
2501,0,"","","",1,
2502,3,"Linguistic Project Manager","","",1,
2503,5,"Valerio Ciurleo","","",1,
2504,0,"","","",1,
2505,3,"Translators","","",1,
2506,5,"Emanuele Mattei","","",1,
2507,5,"Paolo Vanali","","",1,
2508,5,"Jonathan Sobalak","","",1,
2509,5,"Valentin Vogel","","",1,
2510,5,"Sarah-Marie Hartmann","","",1,
2511,5,"Gerald Paetsch","","",1,
2512,5,"David García Abril","","",1,
2513,5,"Carlos Rodillo Hernández","","",1,
2514,5,"Jadeh Rodrigues","","",1,
2515,5,"Bruno Alves","","",1,
2516,5,"Fábio Martins de Macêdo","","",1,
2517,0,"","","",1,
2518,3,"Reviewers","","",1,
2519,5,"Luca Priami","","",1,
2520,5,"Benjamin Phéline","","",1,
2521,5,"Andrea Brumma","","",1,
2522,5,"Amaranta Pérez Águila","","",1,
2523,5,"Marília Babberg Catapano","","",1,
2524,5,"Natalia Gaspari","","",1,
2525,0,"","","",1,
2526,3,"LQA Provider","","",1,
2527,5,"Lionbridge Games","","",1,
2528,0,"","","",1,
2529,3,"Test Director Games LQA","","",1,
2530,5,"Damian Domach","","",1,
2531,0,"","","",1,
2532,3,"Senior Test Manager","","",1,
2533,5,"Grzegorz Błoński","","",1,
2534,0,"","","",1,
2535,3,"LQA Test Lead","","",1,
2536,5,"Julien Lorente","","",1,
2537,0,"","","",1,
2538,3,"LQA Testers","","",1,
2539,5,"Vincent Pernet","","",1,
2540,5,"Leonardo Fragnelli","","",1,
2541,5,"Carina Krause","","",1,
2542,5,"Roberto Marugán González","","",1,
2543,5,"Leandro Gatti","","",1,
2544,5,"Ana Beatriz Pelicioni","","",1,
2545,0,"","","",1,
2546,0,"","","",1,
2547,2,"Bandai Namco Entertainment Taiwan","","",1,
2548,0,"","","",1,
2549,3,"Country Manager, Taiwan","","",1,
2550,5,"Joanna Fong","","",1,
2551,0,"","","",1,
2552,3,"Marketing Manager, TW & HK","","",1,
2553,5,"Karl Kuo","","",1,
2554,0,"","","",1,
2555,3,"Social Media Manager, TW & HK","","",1,
2556,5,"Zoe Kao","","",1,
2557,0,"","","",1,
2558,3,"Event & Partnership Assistant Manager, TW & HK","","",1,
2559,5,"Peggy Yeh","","",1,
2560,0,"","","",1,
2561,3,"Event & Partnership Executive, TW & HK","","",1,
2562,5,"Rate Chen","","",1,
2563,0,"","","",1,
2564,3,"PR & Communication Executive, TW & HK","","",1,
2565,5,"Angela Chou","","",1,
2566,0,"","","",1,
2567,3,"Product Creative Designer, TW & HK","","",1,
2568,5,"Hazel Lin","","",1,
2569,0,"","","",1,
2570,3,"Art Designer, TW & HK","","",1,
2571,5,"Jing Zheng","","",1,
2572,0,"","","",1,
2573,3,"Senior Product Manager, TW & HK","","",1,
2574,5,"Ken Chen","","",1,
2575,0,"","","",1,
2576,3,"Product Manager, TW & HK","","",1,
2577,5,"Sam Zheng","","",1,
2578,0,"","","",1,
2579,3,"Sales Representative, TW & HK","","",1,
2580,5,"Peter Yang","","",1,
2581,0,"","","",1,
2582,3,"Translator","","",1,
2583,5,"Ivy Lee","","",1,
2584,0,"","","",1,
2585,3,"Publishing and Partner Relations Manager, Asia","","",1,
2586,5,"Mulan Tsai","","",1,
2587,0,"","","",1,
2588,3,"Localization Manager (Taiwan)","","",1,
2589,5,"Yuan Gang Chang","","",1,
2590,0,"","","",1,
2591,3,"Localization Assistant Manager (Taiwan)","","",1,
2592,5,"Chi Che Chiang ","","",1,
2593,0,"","","",1,
2594,3,"Chinese Localization Team Leaders","","",1,
2595,5,"Kuan Chun Wang ","","",1,
2596,5,"Tsai Ying Hsu","","",1,
2597,0,"","","",1,
2598,3,"Chinese Localization Team","","",1,
2599,5,"Kang Chang","","",1,
2600,5,"Pei Yu Chen","","",1,
2601,5,"Tzu Hsuan Chuang","","",1,
2602,5,"Li Yi Hsiao","","",1,
2603,5,"Wan Chi Hsieh ","","",1,
2604,5,"Yu Han Hsu","","",1,
2605,5,"Shih Yuan Kao ","","",1,
2606,5,"Yi Shuan Lee","","",1,
2607,5,"Chih Yen Lin","","",1,
2608,5,"Hui Chin Lin","","",1,
2609,5,"Te Hsuan Lu","","",1,
2610,5,"Syu Ling Lyu","","",1,
2611,5,"Chi An Wu","","",1,
2612,5,"S Joan Wang","","",1,
2613,5,"Chia Yu Yang ","","",1,
2614,5,"Shih Hao Yang","","",1,
2615,0,"","","",1,
2616,3,"QA Assistant Manager","","",1,
2617,5,"Shih Wei Huang ","","",1,
2618,0,"","","",1,
2619,3,"Chinese QA Project Leaders","","",1,
2620,5,"Chiao Huai Yu ","","",1,
2621,5,"Yan Zhe Wang","","",1,
2622,5,"Jyun Wei Ding","","",1,
2623,0,"","","",1,
2624,3,"Chinese Localization Testers","","",1,
2625,5,"Xian Zhe Chen","","",1,
2626,5,"Kun Yi Cheng","","",1,
2627,5,"Ting Tu Chi","","",1,
2628,5,"Shu Pin Ho","","",1,
2629,5,"Mu Ho Hsia","","",1,
2630,5,"Cheng Ju Hsieh","","",1,
2631,5,"Cheng Ta Hsieh","","",1,
2632,5,"Chi Long Huang","","",1,
2633,5,"Shen Xing Huang","","",1,
2634,5,"Sheng Po Huang","","",1,
2635,5,"Chen Yu Lee","","",1,
2636,5,"Fu Teng Lo","","",1,
2637,0,"","","",1,
2638,0,"","","",1,
2639,2,"Bandai Namco Entertainment Korea","","",1,
2640,0,"","","",1,
2641,3,"Country Manager, Korea","","",1,
2642,5,"Tag Chang","","",1,
2643,0,"","","",1,
2644,3,"Brand Manager, Asia","","",1,
2645,5,"Jung-eun Oh","","",1,
2646,0,"","","",1,
2647,3,"Marketing Manager","","",1,
2648,5,"Jay Nam","","",1,
2649,0,"","","",1,
2650,3,"Social Media & PR Manager","","",1,
2651,5,"Chaeyoung Moon","","",1,
2652,0,"","","",1,
2653,3,"Product & Trade Marketing Executive","","",1,
2654,5,"Yongjin Park","","",1,
2655,0,"","","",1,
2656,3,"Product Manager","","",1,
2657,5,"Ash Kim","","",1,
2658,0,"","","",1,
2659,3,"Product & Creative Designer","","",1,
2660,5,"Yeojin Jeon","","",1,
2661,0,"","","",1,
2662,3,"Logistics & Accounts Coordinator","","",1,
2663,5,"Grace Park","","",1,
2664,0,"","","",1,
2665,3,"Localization & Content Management Executive","","",1,
2666,5,"Minseon Kim","","",1,
2667,0,"","","",1,
2668,3,"Marketing Coordinator","","",1,
2669,5,"Hwan-han Kim","","",1,
2670,0,"","","",1,
2671,3,"Localization Manager (Korea)","","",1,
2672,5,"Mindy Jeon","","",1,
2673,0,"","","",1,
2674,3,"Localization Assistant Manager (Korea)","","",1,
2675,5,"Kai Lee","","",1,
2676,0,"","","",1,
2677,3,"Korean Localization Senior Specialist","","",1,
2678,5,"Jinny Jung","","",1,
2679,0,"","","",1,
2680,3,"Korean Localization Specialists","","",1,
2681,5,"Douglas Kim","","",1,
2682,5,"Ellie Jang","","",1,
2683,5,"Louis Shim","","",1,
2684,5,"Arcel Kim","","",1,
2685,5,"Jenna Jin","","",1,
2686,0,"","","",1,
2687,3,"Korean Localization Team","","",1,
2688,5,"Chanwoo Kim","","",1,
2689,5,"Hyosun Song","","",1,
2690,5,"Jaehyeon Kim","","",1,
2691,5,"Suji An","","",1,
2692,5,"Gunhee Lee","","",1,
2693,5,"Myeonggwan Choi","","",1,
2694,5,"Youngjun Kang","","",1,
2695,0,"","","",1,
2696,3,"Korean Localization QA Leader","","",1,
2697,5,"Philip Yoon","","",1,
2698,0,"","","",1,
2699,3,"Korean Localization Testers","","",1,
2700,5,"Sanggeun Kim","","",1,
2701,5,"Mose Kim","","",1,
2702,0,"","","",1,
2703,0,"","","",1,
2704,2,"Bandai Namco Entertainment Asia Pte.","","",1,
2705,0,"","","",1,
2706,3,"President & CEO, Asia","","",1,
2707,5,"Daisuke Uchiyama","","",1,
2708,0,"","","",1,
2709,3,"Chief Operating Officer","","",1,
2710,5,"Taiki Yasuko","","",1,
2711,0,"","","",1,
2712,3,"Licensing and Business Strategy Asia, Senior Director","","",1,
2713,5,"Masakazu Yoshiba","","",1,
2714,0,"","","",1,
2715,3,"Licensing and Business Strategy Asia, Manager","","",1,
2716,5,"Naoko Abe","","",1,
2717,0,"","","",1,
2718,3,"Licensing and Business Strategy Asia, Assistant Manager","","",1,
2719,5,"Andreas Yasaratne","","",1,
2720,0,"","","",1,
2721,3,"Country Manager, HK and Licensing & Merchandise","","",1,
2722,5,"Hamid Rahman","","",1,
2723,0,"","","",1,
2724,3,"Brand Manager & CRM Manager, Asia","","",1,
2725,5,"Leong Wei Fen","","",1,
2726,0,"","","",1,
2727,3,"Brand Assistant Manager, Asia","","",1,
2728,5,"Dina Zainalabidin","","",1,
2729,0,"","","",1,
2730,3,"Product Senior Executive, Asia","","",1,
2731,5,"Ashley Koh","","",1,
2732,0,"","","",1,
2733,3,"Commercial & Product Director, Asia","","",1,
2734,5,"Rainel Tan","","",1,
2735,0,"","","",1,
2736,3,"Digital Business Director, Asia","","",1,
2737,5,"Cyril Dorleac","","",1,
2738,0,"","","",1,
2739,3,"Marketing Manager, SEA","","",1,
2740,5,"Justina Sun","","",1,
2741,0,"","","",1,
2742,3,"Performance Marketing Manager, SEA","","",1,
2743,5,"Warren Chang","","",1,
2744,0,"","","",1,
2745,3,"PR & Social Media Senior Executive, SEA","","",1,
2746,5,"Amanda Poon","","",1,
2747,0,"","","",1,
2748,3,"Marketing Coordinator, SEA","","",1,
2749,5,"Thea Fernandez","","",1,
2750,0,"","","",1,
2751,3,"Creative Designer, SEA","","",1,
2752,5,"Dominic Soh","","",1,
2753,0,"","","",1,
2754,3,"Sales Manager, Asia","","",1,
2755,5,"Nicholas Ng","","",1,
2756,0,"","","",1,
2757,3,"Product Manager, SEA","","",1,
2758,5,"Ruth Lim","","",1,
2759,0,"","","",1,
2760,3,"Logistics & Account Manager, Asia","","",1,
2761,5,"Renee Lim","","",1,
2762,0,"","","",1,
2763,3,"Localization Manager (Singapore)","","",1,
2764,5,"Kantarin Leelahuta","","",1,
2765,0,"","","",1,
2766,3,"SEA Localization QA Lead","","",1,
2767,5,"Ahmad Fuad Bin Ahiari","","",1,
2768,0,"","","",1,
2769,3,"SEA Localization Senior QA Tester","","",1,
2770,5,"Ho Qin Rou","","",1,
2771,0,"","","",1,
2772,3,"SEA Localization QA Team","","",1,
2773,5,"Tisha Chen","","",1,
2774,5,"Khanza Aldhadya Rasuanta","","",1,
2775,0,"","","",1,
2776,0,"","","",1,
2777,0,"","","",1,
2778,1,"Quality Assurance Support","","",1,
2779,0,"","","",1,
2780,2,"Pole To Win, Inc.","","",1,
2781,5,"Tsukasa Sato","","",1,
2782,5,"Masashi Inoue","","",1,
2783,5,"Kaori Sakata","","",1,
2784,5,"Junki Tsujita","","",1,
2785,5,"Kazuki Ueno","","",1,
2786,5,"Yoshimasa Oyama","","",1,
2787,5,"Yasuaki Maruo","","",1,
2788,5,"Ryoma Matsumoto","","",1,
2789,5,"Tomoki Tanuma","","",1,
2790,5,"Shota Sakaue","","",1,
2791,5,"Kyohei Watanabe","","",1,
2792,5,"Hiromichi Ezure","","",1,
2793,5,"Tetsuya Osawa","","",1,
2794,5,"Kenta Okamoto","","",1,
2795,5,"Aki Otani","","",1,
2796,5,"Shingo Moriyama","","",1,
2797,5,"Shunsaku Hamasaki","","",1,
2798,5,"Ryo Mishima","","",1,
2799,5,"Yuito Hinokuma","","",1,
2800,0,"","","",1,
2801,0,"","","",1,
2802,0,"","","",1,
2803,2,"Bandai Namco Entertainment Inc.","","",1,
2804,0,"","","",1,
2805,3,"QM Unit","","",1,
2806,5,"Jun Ikeda","","",1,
2807,0,"","","",1,
2808,3,"Quality Assurance","","",1,
2809,5,"Ken Kuwahara","","",1,
2810,0,"","","",1,
2811,5,"Ryoji Takahashi","","",1,
2812,5,"Masaya Nakada","","",1,
2813,5,"Satoshi Otsuka","","",1,
2814,0,"","","",1,
2815,5,"Yasuhiro Fukaya","","",1,
2816,5,"Masahito Kikuta","","",1,
2817,5,"Akihide Ono","","",1,
2818,5,"Ryuta Sano","","",1,
2819,5,"Koki Iwao","","",1,
2820,5,"Shota Tobari","","",1,
2821,5,"Tatsuya Shioiri","","",1,
2822,5,"Takamasa Tamatsu","","",1,
2823,5,"Nobuyuki Sakaino","","",1,
2824,5,"Shota Moriyama","","",1,
2825,5,"Yoichi Takuishi","","",1,
2826,5,"Kensuke Fukuhara","","",1,
2827,5,"Tomoki Seino","","",1,
2828,5,"Keigo Sawada","","",1,
2829,5,"Yusuke Katagiri","","",1,
2830,5,"Ayumu Kimura","","",1,
2831,5,"Kana Sugawara","","",1,
2832,5,"Taishi Haraguchi","","",1,
2833,5,"Nana Okamura","","",1,
2834,5,"Tatsuki Iwabuchi","","",1,
2835,5,"Yuji Shibata","","",1,
2836,5,"Takumi Netsu","","",1,
2837,5,"Shimpei Aizawa","","",1,
2838,5,"Riho Ikeda","","",1,
2839,5,"Tokutaro Hirano","","",1,
2840,5,"Nobuyuki Tanaka","","",1,
2841,5,"Tetsuro Yoshida","","",1,
2842,0,"","","",1,
2843,5,"Hiroshi Saiki","","",1,
2844,5,"Yoshinori Tasaki","","",1,
2845,5,"Naoko Yoshiyama","","",1,
2846,5,"Yuko Sekine","","",1,
2847,5,"Kei Yamaguchi","","",1,
2848,5,"Nagisa Hata","","",1,
2849,0,"","","",1,
2850,0,"","","",1,
2851,3,"Customer Service","","",1,
2852,5,"Yuko Tsukui","","",1,
2853,5,"Miku Takamatsu","","",1,
2854,0,"","","",1,
2855,5,"Moe Matsushita","","",1,
2856,0,"","","",1,
2857,0,"","","",1,
2858,3,"Digital Technology","","",1,
2859,5,"Yuya Tamura","","",1,
2860,5,"Taku Goto","","",1,
2861,5,"Yu Kagami","","",1,
2862,0,"","","",1,
2863,5,"Shohei Michiwaki","","",1,
2864,5,"Satomi Oku","","",1,
2865,5,"Kimiko Nomura","","",1,
2866,0,"","","",1,
2867,0,"","","",1,
2868,3,"Release Management","","",1,
2869,5,"Satoko Hamaguchi","","",1,
2870,0,"","","",1,
2871,3,"Project Management","","",1,
2872,5,"Taeko Hasegawa","","",1,
2873,0,"","","",1,
2874,5,"Ikuko Aiba","","",1,
2875,5,"Soichi Mashita","","",1,
2876,5,"Juｍpei Arita","","",1,
2877,0,"","","",1,
2878,3,"Release Coordination","","",1,
2879,5,"Yohta Fukuda","","",1,
2880,0,"","","",1,
2881,5,"Wako Masuda","","",1,
2882,5,"Eigo Hosoda","","",1,
2883,0,"","","",1,
2884,3,"Localization","","",1,
2885,5,"Naoki Kudo","","",1,
2886,0,"","","",1,
2887,5,"Sum Tak Hau","","",1,
2888,5,"Natsumi Muramatsu","","",1,
2889,0,"","","",1,
2890,3,"English Translation Services Provided By","","",1,
2891,5,"Keywords Studios","","",1,
2892,0,"","","",1,
2893,3,"English Language Testing Provided By","","",1,
2894,5,"Keywords Studios","","",1,
2895,0,"","","",1,
2896,3,"LQA Manager","","",1,
2897,5,"Winston Wong","","",1,
2898,0,"","","",1,
2899,3,"LQA Test Manager","","",1,
2900,5,"Junko Takahashi","","",1,
2901,0,"","","",1,
2902,3,"LQA Test Lead","","",1,
2903,5,"Teppei Maruyama","","",1,
2904,0,"","","",1,
2905,3,"English Testers","","",1,
2906,5,"Martin Daniel Millena","","",1,
2907,5,"Oscar Martinez Gorriti","","",1,
2908,5,"Justin Lewis","","",1,
2909,0,"","","",1,
2910,0,"","","",1,
2911,3,"Data Marketing","","",1,
2912,5,"Takahiro Hashimoto","","",1,
2913,5,"Jin Morino","","",1,
2914,5,"Ryusei Muramoto","","",1,
2915,0,"","","",1,
2916,0,"","","",1,
2917,3,"Marketing","","",1,
2918,5,"Hiroya Tamura","","",1,
2919,0,"","","",1,
2920,3,"Global Marketing","","",1,
2921,5,"Shuhei Hokari","","",1,
2922,0,"","","",1,
2923,5,"Gary Gillet","","",1,
2924,5,"Kentaro Hirai","","",1,
2925,5,"Momo Nakamura","","",1,
2926,5,"Nazuki Moriya","","",1,
2927,0,"","","",1,
2928,3,"Japan Marketing","","",1,
2929,5,"Megumi Kitayama","","",1,
2930,5,"Yuya Iijima","","",1,
2931,5,"Tomomi Fujiaswa","","",1,
2932,5,"Ryosuke Hiranuma","","",1,
2933,0,"","","",1,
2934,0,"","","",1,
2935,3,"Sales & Publishing","","",1,
2936,5,"Hironori Yoshida","","",1,
2937,0,"","","",1,
2938,3,"Retail Business","","",1,
2939,5,"Kohei Oishi","","",1,
2940,5,"Hidekazu Naito","","",1,
2941,5,"Takehito Inoue","","",1,
2942,5,"Chee Yang Lim","","",1,
2943,0,"","","",1,
2944,0,"","","",1,
2945,3,"Digital Business","","",1,
2946,5,"Toshiaki Honda","","",1,
2947,0,"","","",1,
2948,5,"Yasuhiro Sugiyama","","",1,
2949,5,"Miwa Watanabe","","",1,
2950,5,"Daigo Ochiai","","",1,
2951,5,"Will Chen","","",1,
2952,5,"Takuya Mori","","",1,
2953,5,"Hiroaki Kikumasa","","",1,
2954,0,"","","",1,
2955,0,"","","",1,
2956,3,"Business Planning","","",1,
2957,5,"Rieko Iwakura","","",1,
2958,0,"","","",1,
2959,5,"Yoshiaki Oinuma","","",1,
2960,5,"Mikio Nagura","","",1,
2961,5,"Ayami Yasumoto","","",1,
2962,5,"Fumitaka Kobayashi","","",1,
2963,5,"Yume Ito","","",1,
2964,5,"Rio Shimamura","","",1,
2965,0,"","","",1,
2966,0,"","","",1,
2967,3,"Business Promotion","","",1,
2968,5,"Nobuhiro Ikoma","","",1,
2969,0,"","","",1,
2970,5,"Mari Sugita","","",1,
2971,5,"Ayaka Uchida","","",1,
2972,5,"Shiro Wada","","",1,
2973,5,"Riku Tomita","","",1,
2974,5,"Miho Ukena","","",1,
2975,5,"Maho Hokari","","",1,
2976,0,"","","",1,
2977,5,"Hiroshi Yamanaka","","",1,
2978,5,"Takiko Maekawa","","",1,
2979,5,"Kaori Saito","","",1,
2980,5,"Takashi Zushi","","",1,
2981,5,"Nobuaki Yoshioka","","",1,
2982,5,"Mirin Nishiyama","","",1,
2983,0,"","","",1,
2984,5,"Tomoko Kitamura","","",1,
2985,5,"Yoshiaki Saito","","",1,
2986,5,"Emiko Akechi","","",1,
2987,5,"Ayumi Takeuchi","","",1,
2988,5,"Takako Oma","","",1,
2989,5,"Noritaka Kawamura","","",1,
2990,5,"Kaho Miyahara","","",1,
2991,0,"","","",1,
2992,0,"","","",1,
2993,3,"Technical Support","","",1,
2994,5,"Kazumasa Koseki","","",1,
2995,5,"Masahiko Yoshizawa","","",1,
2996,5,"Hiromichi Kawaguchi","","",1,
2997,5,"Shusaku Shibata","","",1,
2998,5,"Hiroaki Aoyama","","",1,
2999,5,"Eyiyuki Dai","","",1,
3000,0,"","","",1,
3001,3,"Legal Support","","",1,
3002,5,"Matthew Datum","","",1,
3003,5,"Maya Yamada","","",1,
3004,5,"Ayako Higuchi","","",1,
3005,0,"","","",1,
3006,5,"Raphael Mistre","","",1,
3007,5,"Miki Sakamoto","","",1,
3008,5,"Takahiro Arai","","",1,
3009,5,"Yui Tomikawa","","",1,
3010,5,"Shunsaku Suzuki","","",1,
3011,5,"Naohito Baba","","",1,
3012,5,"Nozomi Orihara","","",1,
3013,5,"Hana Nakahira","","",1,
3014,5,"Heesung Kim","","",1,
3015,0,"","","",1,
3016,0,"","","",1,
3017,3,"Licensing Production","","",1,
3018,5,"Hideyuki Yamazaki","","",1,
3019,0,"","","",1,
3020,5,"Yohei Matsuura","","",1,
3021,5,"Daiki Hirai","","",1,
3022,5,"Shuji Sonoda","","",1,
3023,0,"","","",1,
3024,5,"Mayuko Kobayashi","","",1,
3025,5,"Saho Ebina","","",1,
3026,0,"","","",1,
3027,3,"Supervision","","",1,
3028,0,"","","",1,
3029,2,"PLEX Co., Ltd.","","",1,
3030,0,"","","",1,
3031,5,"Yusuke Maekawa","","",1,
3032,5,"Fumiya Kobayashi","","",1,
3033,5,"Yusuke Goto","","",1,
3034,0,"","","",1,
3035,2,"Toei Animation Co., Ltd.","","",1,
3036,0,"","","",1,
3037,3,"Editorial Supervision","","",1,
3038,5,"Yu Kaminoki","","",1,
3039,5,"Mai Asakura","","",1,
3040,5,"Keisuke Izumi","","",1,
3041,0,"","","",1,
3042,0,"","","",1,
3043,3,"Special Thanks","","",1,
3044,0,"","","",1,
3045,2,"BANDAI Co., Ltd.","","",1,
3046,5,"Masashi Harada","","",1,
3047,5,"Fumiaki Iwakura","","",1,
3048,5,"Masaki Tsuji","","",1,
3049,5,"Kosei Sakuma","","",1,
3050,5,"Hideto Kotani","","",1,
3051,5,"Kyohei Isobe","","",1,
3052,5,"Kohei Murata","","",1,
3053,5,"Qi Wu","","",1,
3054,5,"Rintaro Izumiyama","","",1,
3055,0,"","","",1,
3056,2,"Bandai Namco Nexus Inc.","","",1,
3057,5,"Reina Takahashi","","",1,
3058,5,"Kazuki Takahashi","","",1,
3059,5,"Koji Enokimura","","",1,
3060,0,"","","",1,
3061,3,"MegaHouse Corporation","","",1,
3062,5,"Takahiro Yamauchi","","",1,
3063,0,"","","",1,
3064,2,"ARTPRESTO Co., Ltd.","","",1,
3065,5,"Koji Muto","","",1,
3066,0,"","","",1,
3067,2,"Bandai Namco Entertainment Inc.","","",1,
3068,5,"Kazumasa Habu","","",1,
3069,0,"","","",1,
3070,5,"Hirofumi Inagaki","","",1,
3071,5,"Koji Tezuka","","",1,
3072,5,"Kenichi Toida","","",1,
3073,5,"Wadachi Kawamoto","","",1,
3074,5,"Mari Ito","","",1,
3075,5,"Yusuke Tomizawa","","",1,
3076,5,"Jun Tamaoki","","",1,
3077,5,"Yuki Ishikawa","","",1,
3078,5,"Shohei Ito","","",1,
3079,5,"Shin Date","","",1,
3080,5,"Ayano Ueda","","",1,
3081,5,"Masaya Yoshizawa","","",1,
3082,5,"Michiko Kumagai","","",1,
3083,5,"Nagisa Mitsuhashi","","",1,
3084,5,"Ayaka Sako","","",1,
3085,5,"Haruka Hashimoto","","",1,
3086,5,"Ryo Tanifuji","","",1,
3087,0,"","","",1,
3088,0,"","","",1,
3089,0,"","","",1,
3090,3,"Assistant Producers","","",1,
3091,5,"Noritaka Yanagida","","",1,
3092,5,"Ryunosuke Hayashi","","",1,
3093,0,"","","",1,
3094,3,"Producer","","",1,
3095,5,"Ryosuke Hara","","",1,
3096,0,"","","",1,
3097,3,"Chief Producer","","",1,
3098,5,"Katsuaki Tsuzuki","","",1,
3099,0,"","","",1,
3100,3,"General Producers","","",1,
3101,5,"Ryo Mito","","",1,
3102,5,"Tomoaki Nanjo","","",1,
3103,5,"Masayuki Hirano","","",1,
3104,0,"","","",1,
3105,3,"Executive Producers","","",1,
3106,5,"Nao Udagawa","","",1,
3107,5,"Daisuke Uchiyama","","",1,
3108,0,"","","",1,
3109,0,"","","",1,
3110,0,"","","",1,
